# Physical_Baseline=686.78pF, Trigger_Distance=65.5cm, Atten_Ratio=42.90
Raw_Capacitance(pF),Normalized_Capacitance(pF)
686.782,686.856
686.780,686.743
686.783,686.877
686.780,686.764
686.786,687.005
686.783,686.879
686.780,686.767
686.775,686.555
686.773,686.471
686.772,686.395
686.770,686.327
686.777,686.610
686.775,686.521
686.773,686.442
686.771,686.369
686.769,686.303
686.768,686.243
686.767,686.191
686.774,686.486
686.780,686.754
686.775,686.541
686.781,686.803
686.787,687.042
686.784,686.913
686.789,687.141
686.791,687.238
686.788,687.089
686.790,687.191
686.787,687.047
686.784,686.916
686.781,686.798
686.779,686.691
686.784,686.939
686.781,686.819
686.787,687.055
686.789,687.159
686.786,687.018
686.791,687.235
686.788,687.089
686.793,687.301
686.789,687.146
686.786,687.008
686.788,687.115
686.793,687.324
686.790,687.167
686.786,687.026
686.783,686.898
686.781,686.782
686.778,686.678
686.776,686.583
686.774,686.497
686.772,686.418
686.768,686.240
686.767,686.188
686.774,686.484
686.772,686.408
686.770,686.340
686.769,686.277
686.768,686.219
686.766,686.167
686.773,686.466
686.780,686.735
686.783,686.869
686.780,686.756
686.775,686.544
686.773,686.463
686.771,686.390
686.770,686.322
686.768,686.261
686.767,686.206
686.766,686.157
686.762,686.002
686.770,686.316
686.776,686.602
686.782,686.858
686.788,687.091
686.785,686.958
686.782,686.837
686.787,687.073
686.792,687.285
686.797,687.476
686.793,687.306
686.795,687.387
686.791,687.225
686.788,687.078
686.790,687.180
686.787,687.039
686.784,686.911
686.781,686.793
686.786,687.031
686.783,686.903
686.781,686.788
686.786,687.029
686.783,686.900
686.781,686.785
686.786,687.026
686.783,686.898
686.786,687.015
686.791,687.233
686.793,687.319
686.798,687.508
686.794,687.335
686.798,687.523
686.802,687.694
686.805,687.848
686.801,687.641
686.796,687.455
686.792,687.288
686.789,687.136
686.794,687.343
686.790,687.186
686.787,687.042
686.792,687.256
686.786,686.997
686.783,686.871
686.786,686.992
686.783,686.866
686.780,686.754
686.786,686.997
686.783,686.871
686.778,686.649
686.775,686.557
686.773,686.473
686.772,686.397
686.770,686.329
686.766,686.159
686.765,686.115
686.764,686.073
686.771,686.379
686.770,686.314
686.768,686.253
686.767,686.198
686.763,686.041
686.763,686.007
686.770,686.322
686.766,686.151
686.765,686.107
686.764,686.068
686.763,686.031
686.770,686.342
686.777,686.625
686.775,686.536
686.773,686.455
686.769,686.272
686.767,686.217
686.766,686.167
686.765,686.120
686.764,686.078
686.761,685.931
686.760,685.908
686.768,686.230
686.772,686.413
686.770,686.342
686.769,686.280
686.768,686.222
686.766,686.170
686.773,686.468
686.772,686.392
686.770,686.324
686.774,686.497
686.772,686.418
686.779,686.693
686.776,686.596
686.774,686.510
686.781,686.777
686.778,686.672
686.784,686.924
686.781,686.806
686.779,686.699
686.776,686.602
686.774,686.515
686.773,686.437
686.771,686.366
686.767,686.191
686.774,686.486
686.772,686.411
686.768,686.232
686.767,686.180
686.771,686.369
686.778,686.649
686.773,686.447
686.771,686.374
686.770,686.308
686.774,686.484
686.772,686.408
686.776,686.573
686.782,686.832
686.779,686.722
686.785,686.968
686.790,687.191
686.787,687.047
686.784,686.916
686.778,686.688
686.776,686.591
686.780,686.740
686.777,686.641
686.775,686.549
686.773,686.468
686.780,686.738
686.785,686.981
686.782,686.858
686.785,686.981
686.790,687.201
686.792,687.290
686.797,687.482
686.793,687.311
686.789,687.157
686.792,687.251
686.796,687.447
686.800,687.626
686.801,687.675
686.797,687.487
686.799,687.550
686.802,687.717
686.803,687.759
686.799,687.563
686.803,687.728
686.806,687.877
686.801,687.667
686.805,687.825
686.808,687.966
686.803,687.749
686.799,687.552
686.800,687.610
686.804,687.772
686.799,687.573
686.803,687.738
686.806,687.887
686.802,687.678
686.805,687.832
686.798,687.518
686.802,687.688
686.803,687.733
686.806,687.882
686.809,688.018
686.804,687.796
686.808,687.940
686.811,688.071
686.805,687.843
686.801,687.639
686.804,687.798
686.805,687.832
686.800,687.628
686.794,687.335
686.798,687.523
686.794,687.348
686.790,687.191
686.787,687.047
686.788,687.104
686.793,687.314
686.797,687.502
686.799,687.563
686.795,687.385
686.796,687.458
686.800,687.633
686.796,687.447
686.790,687.170
686.786,687.029
686.789,687.136
686.794,687.343
686.795,687.419
686.800,687.599
686.801,687.652
686.805,687.809
686.800,687.607
686.796,687.424
686.792,687.259
686.788,687.110
686.785,686.974
686.790,687.196
686.795,687.398
686.791,687.235
686.788,687.089
686.776,686.591
686.774,686.505
686.770,686.316
686.768,686.256
686.765,686.091
686.764,686.052
686.763,686.018
686.768,686.219
686.766,686.167
686.765,686.120
686.764,686.078
686.763,686.041
686.763,686.007
686.770,686.322
686.768,686.261
686.767,686.206
686.766,686.157
686.765,686.112
686.764,686.070
686.769,686.269
686.767,686.214
686.766,686.164
686.771,686.353
686.769,686.290
686.768,686.232
686.760,685.903
686.760,685.882
686.759,685.863
686.759,685.845
686.758,685.829
686.766,686.159
686.765,686.115
686.764,686.073
686.763,686.036
686.762,686.002
686.754,685.628
686.751,685.523
686.752,685.539
686.752,685.552
686.752,685.565
686.753,685.575
686.753,685.586
686.753,685.596
686.753,685.604
686.753,685.612
686.754,685.620
686.754,685.625
686.759,685.866
686.759,685.848
686.758,685.832
686.758,685.819
686.758,685.806
686.755,685.685
686.755,685.685
686.755,685.685
686.755,685.685
686.755,685.685
686.755,685.685
686.755,685.685
686.755,685.685
686.753,685.575
686.761,685.931
686.760,685.908
