# Physical_Baseline=687.79pF, Trigger_Distance=68.8cm, Atten_Ratio=47.33
Raw_Capacitance(pF),Normalized_Capacitance(pF)
687.816,688.859
687.812,688.639
687.810,688.570
687.806,688.379
687.805,688.336
687.802,688.165
687.799,688.012
687.804,688.255
687.800,688.093
687.797,687.946
687.802,688.194
687.799,688.038
687.804,688.278
687.803,688.243
687.800,688.082
687.797,687.937
687.802,688.186
687.802,688.160
687.807,688.388
687.811,688.593
687.815,688.778
687.818,688.945
687.813,688.717
687.809,688.512
687.808,688.454
687.804,688.272
687.801,688.108
687.805,688.339
687.805,688.298
687.801,688.134
687.801,688.113
687.798,687.966
687.795,687.830
687.792,687.709
687.793,687.729
687.790,687.616
687.791,687.645
687.797,687.923
687.802,688.171
687.801,688.148
687.798,687.995
687.795,687.859
687.793,687.735
687.793,687.752
687.791,687.639
687.791,687.665
687.789,687.559
687.787,687.463
687.785,687.377
687.784,687.299
687.790,687.608
687.796,687.888
687.793,687.761
687.791,687.645
687.791,687.671
687.789,687.564
687.790,687.599
687.788,687.501
687.789,687.541
687.787,687.446
687.793,687.741
687.798,688.006
687.796,687.868
687.801,688.122
687.798,687.972
687.798,687.966
687.795,687.830
687.787,687.457
687.785,687.371
687.791,687.674
687.789,687.567
687.795,687.850
687.795,687.856
687.801,688.113
687.800,688.096
687.797,687.949
687.794,687.816
687.792,687.694
687.784,687.333
687.783,687.258
687.776,686.940
687.775,686.903
687.777,686.998
687.776,686.955
687.770,686.666
687.770,686.654
687.770,686.646
687.778,687.018
687.777,686.975
687.776,686.935
687.783,687.278
687.782,687.209
687.780,687.145
687.787,687.469
687.785,687.382
687.784,687.304
687.790,687.613
687.783,687.261
687.789,687.573
687.790,687.605
687.788,687.504
687.786,687.414
687.784,687.333
687.785,687.388
687.784,687.310
687.785,687.368
687.783,687.290
687.777,686.969
687.776,686.929
687.775,686.894
687.782,687.241
687.784,687.304
687.782,687.232
687.775,686.917
687.775,686.883
687.782,687.232
687.781,687.169
687.782,687.241
687.781,687.174
687.780,687.117
687.779,687.062
687.777,687.013
687.777,686.969
687.776,686.929
687.778,687.024
687.779,687.108
687.786,687.434
687.785,687.351
687.783,687.275
687.782,687.206
687.780,687.145
687.787,687.469
687.788,687.512
687.789,687.550
687.787,687.455
687.796,687.879
687.801,688.134
687.801,688.113
687.798,687.966
687.803,688.212
687.807,688.434
687.798,688.004
687.795,687.865
687.801,688.119
687.806,688.350
687.802,688.180
687.802,688.154
687.798,688.001
687.795,687.862
687.793,687.738
687.793,687.755
687.791,687.639
687.789,687.535
687.789,687.573
687.787,687.475
687.788,687.518
687.786,687.426
687.792,687.723
687.790,687.611
687.791,687.639
687.789,687.535
687.797,687.952
687.794,687.819
687.792,687.697
687.798,687.969
687.795,687.833
687.792,687.712
687.793,687.732
687.790,687.619
687.791,687.648
687.789,687.544
687.787,687.449
687.785,687.365
687.783,687.287
687.785,687.348
687.783,687.273
687.784,687.333
687.791,687.639
687.789,687.535
687.795,687.822
687.792,687.700
687.792,687.720
687.790,687.611
687.788,687.509
687.786,687.420
687.787,687.466
687.793,687.758
687.791,687.642
687.797,687.920
687.794,687.790
687.791,687.671
687.789,687.564
687.795,687.848
687.788,687.507
687.786,687.417
687.784,687.336
687.783,687.261
687.781,687.195
687.780,687.134
687.787,687.457
687.785,687.371
687.783,687.293
687.782,687.223
687.781,687.160
687.779,687.102
687.781,687.180
687.780,687.119
687.773,686.813
687.773,686.787
687.772,686.764
687.772,686.744
687.779,687.105
687.778,687.053
687.777,687.007
687.779,687.093
687.778,687.041
687.780,687.125
687.779,687.070
687.788,687.495
687.786,687.405
687.787,687.455
687.785,687.368
687.783,687.290
687.782,687.221
687.789,687.538
687.789,687.573
687.787,687.475
687.788,687.518
687.786,687.426
687.787,687.472
687.785,687.385
687.786,687.437
687.793,687.732
687.790,687.619
687.788,687.518
687.786,687.426
687.784,687.342
687.786,687.397
687.784,687.316
687.785,687.374
687.792,687.677
687.789,687.570
687.787,687.475
687.782,687.238
687.784,687.301
687.782,687.229
687.783,687.296
687.782,687.226
687.789,687.541
687.795,687.827
687.792,687.706
687.793,687.726
687.790,687.613
687.788,687.512
687.786,687.420
687.779,687.085
687.778,687.033
687.777,686.987
687.779,687.076
687.778,687.027
687.777,686.981
687.776,686.940
687.778,687.033
687.785,687.368
687.783,687.290
687.785,687.351
687.791,687.654
687.792,687.680
687.797,687.954
687.803,688.200
687.799,688.044
687.796,687.902
687.788,687.524
687.786,687.431
687.785,687.348
687.783,687.273
687.784,687.333
687.783,687.258
687.781,687.192
687.780,687.131
687.779,687.076
687.786,687.405
687.792,687.703
687.790,687.593
687.796,687.874
687.793,687.749
687.791,687.637
687.788,687.533
687.789,687.570
687.787,687.475
687.785,687.388
687.784,687.310
687.782,687.238
687.781,687.171
687.782,687.244
687.789,687.559
687.790,687.593
687.788,687.495
687.789,687.535
687.787,687.443
687.788,687.489
687.786,687.400
687.784,687.319
687.782,687.247
687.781,687.180
687.782,687.249
687.781,687.183
687.783,687.252
687.781,687.186
687.780,687.125
687.781,687.200
687.772,686.758
687.766,686.487
687.766,686.493
687.767,686.498
687.767,686.504
687.767,686.510
687.770,686.643
687.778,687.015
687.779,687.102
687.778,687.050
687.777,687.004
687.779,687.091
687.778,687.039
687.772,686.741
687.771,686.724
687.771,686.706
687.773,686.822
687.773,686.796
687.772,686.773
687.772,686.753
687.774,686.862
687.774,686.833
687.773,686.807
687.775,686.914
687.775,686.880
687.774,686.848
687.776,686.949
687.775,686.911
687.775,686.877
687.774,686.845
687.776,686.946
687.783,687.290
687.785,687.351
687.783,687.275
687.782,687.206
687.780,687.145
687.779,687.088
687.778,687.036
687.780,687.119
687.779,687.065
687.778,687.015
687.777,686.972
687.776,686.932
687.775,686.897
687.774,686.865
687.776,686.966
687.776,686.926
687.775,686.891
687.769,686.608
687.769,686.602
687.763,686.345
687.764,686.365
687.764,686.383
687.765,686.400
687.773,686.796
687.772,686.773
687.764,686.371
687.767,686.519
687.767,686.521
687.767,686.524
687.767,686.527
687.767,686.530
687.767,686.533
687.767,686.536
687.770,686.666
687.770,686.654
687.770,686.646
687.772,686.767
687.772,686.747
687.774,686.859
687.774,686.831
687.773,686.805
687.773,686.781
687.775,686.888
687.774,686.857
687.774,686.828
687.773,686.802
687.773,686.779
687.772,686.758
687.772,686.738
687.774,686.851
687.773,686.822
687.776,686.926
687.775,686.891
687.774,686.859
687.774,686.831
687.773,686.805
687.773,686.781
687.772,686.758
687.774,686.868
687.774,686.839
687.773,686.813
687.773,686.787
687.764,686.386
687.759,686.149
687.760,686.186
687.763,686.351
687.764,686.371
687.764,686.389
687.765,686.403
687.765,686.417
687.765,686.429
687.765,686.441
687.758,686.071
687.759,686.117
687.759,686.157
687.755,685.944
687.756,686.001
687.749,685.675
687.754,685.889
687.755,685.952
687.756,686.010
687.757,686.062
687.761,686.238
687.762,686.267
687.765,686.423
687.765,686.435
687.766,686.446
687.768,686.585
687.768,686.582
687.768,686.579
687.768,686.576
687.763,686.322
687.763,686.345
687.764,686.365
687.767,686.513
687.759,686.137
687.760,686.178
687.753,685.834
687.754,685.903
687.755,685.964
687.756,686.019
687.758,686.071
687.750,685.736
687.752,685.814
687.746,685.504
687.748,685.606
687.744,685.444
687.747,685.551
687.749,685.646
687.745,685.481
687.747,685.582
687.741,685.294
687.744,685.412
687.746,685.522
687.748,685.620
687.750,685.710
687.746,685.539
687.740,685.256
687.743,685.380
687.745,685.493
687.739,685.213
687.742,685.340
687.745,685.455
687.747,685.559
687.743,685.403
687.746,685.513
687.740,685.233
687.742,685.357
687.745,685.470
687.750,685.704
687.752,685.785
687.748,685.606
687.750,685.695
687.751,685.776
687.753,685.851
687.754,685.918
687.756,685.978
687.765,686.412
687.765,686.426
687.765,686.438
687.766,686.449
687.760,686.207
687.761,686.238
687.762,686.267
687.762,686.293
687.763,686.319
687.766,686.472
687.766,686.481
687.761,686.235
687.762,686.264
687.762,686.293
687.763,686.319
687.763,686.342
687.764,686.363
687.764,686.380
687.764,686.397
687.765,686.412
687.765,686.426
687.765,686.438
687.758,686.068
687.758,686.114
687.762,686.285
687.763,686.311
687.763,686.334
687.764,686.354
687.756,685.993
687.757,686.045
687.758,686.094
687.762,686.267
687.762,686.293
687.763,686.319
687.763,686.342
687.764,686.363
687.764,686.380
687.764,686.397
687.768,686.542
687.768,686.542
687.770,686.672
687.770,686.660
687.770,686.649
687.770,686.640
687.769,686.631
687.761,686.244
687.754,685.895
687.758,686.088
687.759,686.131
687.760,686.172
687.763,686.337
687.764,686.357
687.764,686.374
687.772,686.770
687.775,686.880
687.766,686.469
687.766,686.478
687.766,686.484
687.766,686.490
687.767,686.495
687.767,686.501
687.770,686.637
687.769,686.628
687.769,686.623
687.764,686.365
687.772,686.764
687.772,686.744
687.771,686.727
687.771,686.709
687.771,686.695
687.770,686.680
687.762,686.287
687.763,686.313
687.763,686.337
687.758,686.105
687.759,686.149
687.760,686.186
687.761,686.221
687.761,686.253
687.762,686.282
687.755,685.926
687.764,686.365
687.764,686.383
687.767,686.530
687.767,686.533
687.767,686.536
687.767,686.539
687.762,686.287
687.763,686.313
687.763,686.337
687.766,686.487
687.766,686.493
687.767,686.498
687.767,686.504
687.767,686.510
687.759,686.134
687.760,686.175
687.760,686.209
687.761,686.241
687.762,686.270
687.762,686.296
687.763,686.319
687.766,686.472
687.766,686.481
687.766,686.487
687.766,686.493
687.767,686.498
687.761,686.253
687.762,686.282
687.763,686.308
687.763,686.331
687.763,686.351
687.772,686.750
687.772,686.732
687.771,686.715
687.771,686.701
687.771,686.686
687.765,686.423
687.765,686.435
687.766,686.446
687.766,686.458
687.766,686.467
687.766,686.475
687.766,686.484
687.769,686.620
687.769,686.614
687.769,686.608
687.769,686.602
687.769,686.597
687.769,686.594
