# Physical_Baseline=686.25pF, Trigger_Distance=100.0cm, Atten_Ratio=100.00
Raw_Capacitance(pF),Normalized_Capacitance(pF)
686.238,686.228
686.239,686.230
686.240,686.233
686.238,686.229
686.239,686.231
686.240,686.233
686.247,686.248
686.247,686.249
686.247,686.249
686.253,686.263
686.252,686.262
686.250,686.255
686.247,686.250
686.247,686.250
686.245,686.244
686.245,686.245
686.238,686.227
686.236,686.224
686.245,686.246
686.246,686.246
686.252,686.260
686.251,686.260
686.249,686.253
686.249,686.253
686.249,686.253
686.246,686.247
686.247,686.248
686.247,686.249
686.247,686.249
686.247,686.250
686.253,686.263
686.253,686.262
686.250,686.256
686.250,686.255
686.250,686.255
686.247,686.249
686.247,686.250
686.245,686.244
686.243,686.239
686.243,686.241
686.242,686.236
686.242,686.238
686.235,686.220
686.234,686.218
686.243,686.240
686.244,686.242
686.250,686.256
686.250,686.256
686.255,686.269
686.255,686.267
686.254,686.266
686.251,686.259
686.251,686.259
686.251,686.258
686.248,686.252
686.248,686.252
686.254,686.265
686.253,686.264
686.245,686.244
686.243,686.239
686.243,686.241
686.244,686.242
686.245,686.243
686.245,686.244
686.243,686.239
686.243,686.241
686.244,686.242
686.242,686.237
686.243,686.239
686.243,686.240
686.241,686.236
686.242,686.238
686.240,686.233
686.247,686.248
686.247,686.249
686.245,686.244
686.245,686.245
686.245,686.245
686.243,686.240
686.252,686.261
686.252,686.260
686.249,686.254
686.249,686.254
686.254,686.267
686.254,686.266
686.253,686.264
686.251,686.258
686.250,686.257
686.250,686.257
686.248,686.251
686.240,686.232
686.241,686.234
686.239,686.230
686.232,686.214
686.234,686.217
686.233,686.215
686.234,686.219
686.233,686.216
686.235,686.220
686.236,686.223
686.237,686.226
686.230,686.210
686.230,686.208
686.237,686.225
686.238,686.228
686.237,686.225
686.235,686.222
686.237,686.225
686.235,686.222
686.234,686.219
686.228,686.203
686.227,686.202
686.229,686.207
686.231,686.212
686.222,686.191
686.225,686.197
686.227,686.202
686.235,686.220
686.228,686.205
686.230,686.209
686.229,686.208
686.231,686.212
686.231,686.210
686.232,686.214
686.226,686.199
686.226,686.199
686.228,686.204
686.230,686.209
686.229,686.207
686.231,686.211
686.230,686.210
686.224,686.195
686.227,686.201
686.226,686.200
686.228,686.205
686.222,686.191
686.222,686.191
686.225,686.197
686.225,686.196
686.227,686.202
686.229,686.207
686.229,686.205
686.230,686.210
686.232,686.214
686.223,686.193
686.226,686.199
686.220,686.185
686.220,686.186
686.213,686.168
686.216,686.176
686.219,686.183
686.220,686.184
686.222,686.191
686.217,686.178
686.217,686.179
686.212,686.167
686.214,686.170
686.217,686.178
686.212,686.166
686.213,686.168
686.208,686.158
686.212,686.167
686.221,686.188
686.224,686.194
686.226,686.200
686.226,686.199
686.228,686.204
686.222,686.190
686.222,686.190
686.217,686.177
686.212,686.166
686.213,686.168
686.216,686.176
686.219,686.184
686.220,686.185
686.223,686.191
686.225,686.197
686.225,686.197
686.227,686.202
686.229,686.207
686.229,686.206
686.231,686.210
686.232,686.214
686.232,686.212
686.231,686.211
686.232,686.215
686.226,686.199
686.226,686.199
686.220,686.185
686.223,686.191
686.223,686.192
686.217,686.179
686.220,686.186
686.215,686.173
686.216,686.175
686.219,686.183
686.222,686.189
686.222,686.190
686.222,686.190
686.225,686.196
686.227,686.202
686.227,686.201
686.229,686.206
686.223,686.191
686.223,686.191
686.225,686.197
686.219,686.184
686.220,686.185
686.220,686.185
686.215,686.173
686.210,686.162
686.211,686.165
686.212,686.167
686.208,686.156
686.204,686.147
686.198,686.132
686.203,686.144
686.199,686.135
686.201,686.141
686.198,686.132
686.203,686.144
686.197,686.130
686.191,686.117
686.197,686.130
686.191,686.117
686.194,686.124
686.199,686.136
686.204,686.147
686.206,686.152
686.208,686.156
686.211,686.165
686.207,686.154
686.209,686.158
686.204,686.148
686.209,686.158
686.204,686.148
686.198,686.134
686.195,686.126
686.200,686.138
686.194,686.124
686.192,686.118
686.189,686.112
686.195,686.125
686.189,686.113
686.195,686.126
686.192,686.119
686.187,686.107
686.193,686.121
686.190,686.115
686.188,686.109
686.191,686.117
686.189,686.111
686.186,686.106
686.182,686.095
686.180,686.091
686.179,686.088
686.177,686.084
686.182,686.095
686.180,686.091
686.179,686.087
686.185,686.103
686.189,686.112
686.195,686.125
686.192,686.118
686.189,686.112
686.193,686.120
686.190,686.114
686.188,686.108
686.191,686.116
686.194,686.123
686.191,686.117
686.204,686.148
686.209,686.158
686.212,686.167
686.205,686.151
686.202,686.142
686.198,686.133
686.201,686.139
686.203,686.144
686.199,686.135
686.196,686.128
686.201,686.140
686.195,686.126
686.190,686.113
686.195,686.126
686.192,686.120
686.187,686.108
686.183,686.097
686.189,686.112
686.187,686.106
686.185,686.101
686.188,686.110
686.192,686.118
686.189,686.112
686.187,686.106
686.182,686.095
686.175,686.079
686.174,686.077
686.173,686.075
686.173,686.073
686.169,686.065
686.167,686.058
686.166,686.058
686.166,686.058
686.166,686.057
686.172,686.070
686.176,686.082
686.175,686.079
686.174,686.077
686.173,686.075
686.170,686.067
686.167,686.060
686.167,686.059
686.167,686.059
686.172,686.071
686.169,686.064
686.166,686.057
686.166,686.057
686.166,686.057
686.166,686.056
686.163,686.050
686.177,686.082
686.175,686.079
686.172,686.071
686.169,686.064
686.176,686.082
686.175,686.079
686.172,686.071
686.169,686.064
686.174,686.076
686.173,686.074
686.172,686.072
686.172,686.070
686.168,686.063
686.166,686.056
686.158,686.037
686.158,686.039
686.164,686.053
686.162,686.047
686.162,686.048
686.154,686.029
686.147,686.013
686.147,686.011
686.146,686.009
686.145,686.008
686.147,686.012
686.149,686.016
686.150,686.020
686.149,686.017
686.148,686.015
686.142,686.000
686.144,686.005
686.138,685.990
686.138,685.991
686.138,685.991
686.138,685.991
686.141,685.997
686.143,686.002
686.145,686.007
686.144,686.006
686.136,685.986
686.136,685.986
686.139,685.993
686.141,685.999
686.144,686.004
686.146,686.009
686.137,685.988
686.137,685.989
686.137,685.989
686.132,685.976
686.135,685.983
686.138,685.990
686.138,685.990
686.138,685.991
686.138,685.991
686.133,685.978
686.136,685.985
686.130,685.973
686.126,685.961
686.127,685.964
686.128,685.967
686.129,685.970
686.133,685.978
686.128,685.966
686.131,685.974
686.140,685.995
686.140,685.995
686.134,685.981
686.137,685.988
686.140,685.995
686.142,686.000
686.142,686.000
686.141,685.999
686.141,685.998
686.143,686.004
686.146,686.009
686.139,685.994
686.139,685.994
686.131,685.974
686.132,685.976
686.127,685.965
686.123,685.954
686.127,685.964
686.130,685.972
686.131,685.974
686.132,685.976
686.132,685.978
686.135,685.985
686.130,685.972
686.134,685.980
686.137,685.987
686.137,685.988
686.137,685.988
686.137,685.989
686.140,685.995
686.134,685.981
686.137,685.988
686.137,685.989
686.137,685.989
686.130,685.971
686.133,685.979
686.136,685.986
686.131,685.973
686.126,685.962
686.127,685.965
686.120,685.948
686.116,685.939
686.121,685.950
686.125,685.960
686.126,685.963
686.120,685.947
686.121,685.951
686.117,685.942
686.114,685.934
686.119,685.945
686.115,685.936
686.117,685.942
686.119,685.947
686.121,685.951
686.125,685.961
686.129,685.970
686.133,685.978
686.128,685.966
686.121,685.949
686.122,685.954
686.124,685.957
686.120,685.948
686.124,685.958
686.120,685.948
686.116,685.939
686.110,685.925
686.113,685.931
686.115,685.937
686.120,685.948
686.124,685.958
686.120,685.948
686.122,685.953
686.124,685.956
686.119,685.947
686.124,685.957
686.128,685.966
686.131,685.975
686.132,685.976
686.133,685.978
686.125,685.960
686.121,685.950
686.125,685.960
686.129,685.969
686.132,685.977
686.133,685.979
686.125,685.961
686.119,685.945
686.123,685.956
686.127,685.965
686.131,685.973
686.134,685.981
686.142,686.001
