# Physical_Baseline=686.63pF, Trigger_Distance=100.0cm, Atten_Ratio=100.00
Raw_Capacitance(pF),Normalized_Capacitance(pF)
686.630,686.627
686.623,686.611
686.628,686.622
686.632,686.632
686.636,686.641
686.631,686.629
686.627,686.619
686.623,686.609
686.625,686.614
686.627,686.619
686.631,686.629
686.635,686.638
686.638,686.647
686.641,686.654
686.636,686.641
686.639,686.649
686.642,686.657
686.642,686.657
686.645,686.664
686.648,686.670
686.650,686.675
686.644,686.660
686.646,686.667
686.649,686.672
686.643,686.658
686.637,686.645
686.638,686.646
686.641,686.654
686.636,686.641
686.639,686.649
686.634,686.637
686.630,686.626
686.633,686.635
686.637,686.644
686.640,686.652
686.643,686.659
686.643,686.659
686.638,686.646
686.641,686.653
686.636,686.641
686.631,686.629
686.627,686.619
686.623,686.609
686.619,686.601
686.616,686.593
686.619,686.600
686.621,686.605
686.626,686.617
686.630,686.627
686.626,686.617
686.630,686.628
686.626,686.617
686.630,686.628
686.626,686.618
686.628,686.622
686.632,686.632
686.628,686.621
686.624,686.612
686.628,686.622
686.632,686.632
686.628,686.622
686.632,686.631
686.633,686.634
686.637,686.643
686.632,686.631
686.628,686.621
686.624,686.611
686.620,686.603
686.617,686.595
686.619,686.601
686.622,686.607
686.626,686.618
686.631,686.628
686.626,686.618
686.631,686.628
686.626,686.618
686.628,686.622
686.630,686.626
686.625,686.616
686.622,686.607
686.626,686.618
686.631,686.628
686.634,686.638
686.638,686.646
686.638,686.648
686.639,686.649
686.642,686.656
686.645,686.663
686.647,686.669
686.649,686.674
686.643,686.660
686.638,686.646
686.633,686.634
686.637,686.643
686.629,686.625
686.625,686.615
686.622,686.606
686.618,686.598
686.623,686.610
686.620,686.602
686.616,686.594
686.622,686.607
686.618,686.598
686.613,686.585
686.608,686.573
686.606,686.568
686.612,686.583
686.609,686.577
686.607,686.571
686.605,686.567
686.611,686.582
686.609,686.576
686.607,686.571
686.605,686.566
686.611,686.581
686.609,686.575
686.607,686.570
686.613,686.585
686.610,686.579
686.613,686.587
686.619,686.600
686.616,686.592
686.613,686.586
686.610,686.579
686.608,686.574
686.606,686.569
686.604,686.564
686.610,686.579
686.608,686.574
686.606,686.569
686.604,686.564
686.608,686.573
686.606,686.568
686.602,686.558
686.606,686.567
686.604,686.563
686.602,686.559
686.601,686.555
686.607,686.571
686.605,686.567
686.603,686.562
686.602,686.558
686.600,686.555
686.599,686.551
686.598,686.548
686.605,686.565
686.603,686.561
686.601,686.557
686.597,686.548
686.596,686.545
686.595,686.543
686.600,686.554
686.596,686.545
686.593,686.536
686.598,686.548
686.594,686.539
686.591,686.531
686.588,686.524
686.585,686.518
686.583,686.512
686.583,686.513
686.583,686.514
686.592,686.534
686.591,686.533
686.591,686.531
686.588,686.524
686.580,686.504
686.580,686.506
686.581,686.507
686.581,686.508
686.590,686.529
686.589,686.528
686.589,686.528
686.589,686.527
686.589,686.526
686.588,686.526
686.588,686.525
686.588,686.525
686.588,686.524
686.588,686.524
686.588,686.524
686.587,686.523
686.587,686.523
686.587,686.523
686.587,686.523
686.587,686.522
686.587,686.522
686.584,686.516
686.582,686.510
686.580,686.505
686.581,686.507
686.581,686.508
686.582,686.509
686.580,686.504
686.578,686.500
686.584,686.515
686.582,686.509
686.582,686.510
686.574,686.492
686.573,686.488
686.572,686.485
686.571,686.482
686.570,686.480
686.569,686.478
686.568,686.476
686.567,686.474
686.566,686.472
686.568,686.477
686.567,686.475
686.567,686.473
686.566,686.471
686.565,686.470
686.567,686.475
686.567,686.473
686.566,686.471
686.568,686.476
686.562,686.461
686.556,686.447
686.551,686.434
686.546,686.423
686.550,686.432
686.545,686.421
686.549,686.431
686.553,686.439
686.548,686.428
686.552,686.436
686.547,686.425
686.551,686.434
686.554,686.442
686.549,686.430
686.553,686.439
686.556,686.446
686.551,686.434
686.546,686.423
686.550,686.432
686.553,686.440
686.556,686.448
686.551,686.435
686.547,686.424
686.550,686.433
686.551,686.435
686.552,686.437
686.553,686.439
686.553,686.441
686.554,686.442
686.547,686.424
686.548,686.427
686.549,686.430
686.542,686.413
686.546,686.423
686.542,686.413
686.538,686.404
686.543,686.415
686.539,686.405
686.543,686.416
686.547,686.426
686.543,686.416
686.539,686.406
686.544,686.417
686.540,686.407
686.536,686.399
686.541,686.410
686.537,686.401
686.534,686.393
686.531,686.386
686.534,686.392
686.528,686.379
686.523,686.367
686.518,686.356
686.522,686.365
686.518,686.354
686.514,686.345
686.518,686.355
686.525,686.371
686.531,686.385
686.528,686.378
686.533,686.392
686.538,686.404
686.535,686.396
686.540,686.407
686.536,686.399
686.533,686.391
686.530,686.384
686.535,686.397
686.540,686.409
686.542,686.413
686.536,686.398
686.530,686.384
686.533,686.391
686.535,686.397
686.532,686.389
686.529,686.382
686.535,686.395
686.532,686.388
686.529,686.381
686.534,686.394
686.539,686.406
686.536,686.398
686.532,686.390
686.530,686.383
686.522,686.363
686.528,686.378
686.525,686.372
686.529,686.380
686.526,686.374
686.524,686.369
686.522,686.364
686.520,686.359
686.518,686.355
686.525,686.371
686.522,686.365
686.529,686.380
686.523,686.368
686.519,686.357
686.517,686.353
686.516,686.349
686.514,686.346
686.513,686.343
686.520,686.360
686.518,686.355
686.517,686.352
686.521,686.362
686.517,686.351
686.513,686.342
686.512,686.339
686.487,686.278
686.488,686.282
686.489,686.285
686.491,686.288
686.492,686.290
686.498,686.306
686.496,686.301
686.497,686.302
686.497,686.304
686.498,686.305
686.498,686.306
686.498,686.307
686.496,686.301
686.494,686.297
686.495,686.298
686.496,686.300
686.496,686.302
686.497,686.303
686.497,686.304
686.495,686.299
686.501,686.314
686.501,686.314
686.502,686.314
686.502,686.315
686.502,686.315
686.486,686.276
686.485,686.274
686.487,686.278
686.488,686.282
686.489,686.285
686.483,686.268
686.482,686.267
686.481,686.265
686.483,686.270
686.477,686.255
686.479,686.260
686.482,686.266
686.481,686.264
686.475,686.250
686.477,686.256
686.480,686.261
686.482,686.267
686.481,686.265
686.483,686.270
686.485,686.274
686.487,686.278
686.480,686.262
686.480,686.261
686.487,686.279
686.489,686.283
686.490,686.286
686.483,686.269
686.485,686.274
686.484,686.271
686.483,686.269
686.485,686.274
686.487,686.278
686.480,686.262
686.482,686.267
686.481,686.265
686.481,686.264
686.488,686.282
686.482,686.266
686.484,686.271
686.485,686.275
686.487,686.279
686.494,686.296
686.492,686.291
686.485,686.274
686.487,686.278
686.486,686.276
686.493,686.293
686.494,686.295
686.494,686.297
686.487,686.279
686.480,686.263
686.480,686.262
686.482,686.267
686.484,686.272
686.478,686.256
686.477,686.256
686.477,686.255
686.472,686.242
686.474,686.249
686.477,686.255
686.479,686.261
686.482,686.266
686.481,686.265
686.483,686.269
686.485,686.274
686.486,686.278
686.488,686.281
686.487,686.278
686.486,686.276
686.479,686.260
686.481,686.265
686.483,686.270
686.483,686.268
686.474,686.247
686.469,686.234
686.472,686.242
686.475,686.249
686.469,686.236
686.470,686.237
686.465,686.225
686.460,686.214
686.464,686.224
686.460,686.213
686.461,686.217
686.457,686.207
686.461,686.217
686.465,686.226
686.466,686.229
686.467,686.231
686.463,686.219
686.466,686.229
686.470,686.237
686.465,686.225
686.466,686.227
686.467,686.230
686.470,686.238
686.473,686.245
686.468,686.232
686.469,686.234
686.469,686.236
686.472,686.243
686.475,686.250
686.478,686.256
686.477,686.256
686.469,686.236
686.464,686.224
686.468,686.233
686.471,686.241
686.472,686.242
686.472,686.242
686.475,686.249
686.477,686.256
686.477,686.255
686.477,686.255
686.479,686.261
686.474,686.246
686.476,686.253
686.471,686.239
686.471,686.240
686.466,686.228
686.461,686.217
686.465,686.226
686.466,686.228
686.459,686.211
686.455,686.201
686.451,686.193
686.448,686.185
686.445,686.178
686.443,686.171
686.440,686.165
686.438,686.160
686.434,686.149
686.430,686.140
686.429,686.137
686.435,686.154
686.434,686.149
686.438,686.159
686.436,686.155
686.434,686.150
686.432,686.146
686.429,686.137
686.428,686.134
686.427,686.132
686.434,686.149
686.440,686.165
686.438,686.160
686.436,686.155
686.434,686.151
686.430,686.141
686.429,686.138
686.436,686.155
686.434,686.151
686.438,686.160
686.444,686.175
686.442,686.169
686.445,686.177
686.442,686.170
686.440,686.164
686.438,686.159
