# Physical_Baseline=686.85pF, Trigger_Distance=100.0cm, Atten_Ratio=100.00
Raw_Capacitance(pF),Normalized_Capacitance(pF)
686.900,686.969
686.902,686.975
686.904,686.980
686.906,686.985
686.900,686.969
686.902,686.975
686.896,686.960
686.896,686.960
686.899,686.967
686.901,686.973
686.895,686.958
686.890,686.945
686.893,686.953
686.896,686.960
686.891,686.947
686.886,686.935
686.881,686.924
686.877,686.914
686.874,686.905
686.871,686.897
686.868,686.889
686.865,686.883
686.862,686.876
686.860,686.871
686.858,686.866
686.857,686.862
686.852,686.851
686.859,686.868
686.857,686.863
686.856,686.859
686.862,686.875
686.860,686.870
686.858,686.865
686.856,686.861
686.855,686.857
686.859,686.867
686.865,686.882
686.862,686.876
686.860,686.871
686.858,686.866
686.857,686.861
686.855,686.857
686.853,686.854
686.852,686.850
686.851,686.847
686.850,686.845
686.849,686.842
686.848,686.840
686.847,686.838
686.846,686.836
686.846,686.835
686.845,686.833
686.842,686.825
686.842,686.825
686.850,686.844
686.857,686.862
686.855,686.858
686.854,686.854
686.852,686.851
686.851,686.848
686.842,686.825
686.847,686.838
686.846,686.836
686.846,686.834
686.845,686.833
686.844,686.831
686.844,686.830
686.844,686.829
686.843,686.828
686.843,686.827
686.843,686.827
686.842,686.826
686.839,686.819
686.839,686.819
686.845,686.832
686.844,686.831
686.844,686.830
686.843,686.829
686.835,686.808
686.835,686.809
686.833,686.803
686.834,686.805
686.834,686.806
686.827,686.787
686.828,686.790
686.829,686.793
686.830,686.796
686.823,686.778
686.825,686.782
686.826,686.785
686.825,686.782
686.826,686.786
686.819,686.769
686.813,686.753
686.808,686.740
686.803,686.727
686.806,686.736
686.809,686.744
686.812,686.751
686.804,686.731
686.808,686.739
686.803,686.727
686.806,686.736
686.809,686.744
686.812,686.751
686.815,686.757
686.817,686.763
686.819,686.769
686.819,686.767
686.821,686.772
686.820,686.770
686.822,686.775
686.821,686.773
686.823,686.777
686.822,686.774
686.823,686.779
686.825,686.783
686.826,686.786
686.828,686.789
686.829,686.792
686.822,686.775
686.823,686.779
686.825,686.783
686.818,686.766
686.812,686.751
686.815,686.757
686.817,686.763
686.811,686.748
686.806,686.735
686.809,686.743
686.804,686.730
686.799,686.719
686.803,686.728
686.807,686.737
686.807,686.738
686.810,686.746
686.805,686.733
686.800,686.721
686.804,686.730
686.799,686.719
686.801,686.722
686.804,686.731
686.800,686.719
686.795,686.709
686.792,686.699
686.788,686.691
686.793,686.703
686.797,686.714
686.801,686.724
686.802,686.726
686.806,686.735
686.809,686.743
686.804,686.730
686.799,686.719
686.795,686.708
686.799,686.719
686.793,686.702
686.789,686.693
686.794,686.705
686.790,686.696
686.795,686.708
686.797,686.712
686.793,686.702
686.794,686.707
686.791,686.697
686.793,686.702
686.797,686.714
686.801,686.724
686.794,686.706
686.799,686.717
686.800,686.720
686.804,686.730
686.805,686.732
686.808,686.740
686.808,686.741
686.809,686.742
686.812,686.749
686.814,686.756
686.809,686.742
686.804,686.729
686.799,686.718
686.803,686.727
686.796,686.710
686.800,686.720
686.804,686.729
686.807,686.738
686.810,686.746
686.810,686.746
686.805,686.733
686.806,686.735
686.801,686.723
686.805,686.732
686.797,686.714
686.793,686.704
686.795,686.709
686.791,686.699
686.796,686.710
686.792,686.701
686.789,686.692
686.791,686.697
686.795,686.709
686.792,686.699
686.794,686.704
686.790,686.695
686.787,686.687
686.784,686.680
686.781,686.673
686.778,686.667
686.784,686.681
686.781,686.674
686.787,686.688
686.792,686.700
686.786,686.685
686.783,686.678
686.788,686.691
686.793,686.703
686.790,686.694
686.786,686.686
686.783,686.679
686.781,686.672
686.776,686.659
686.774,686.655
686.772,686.650
686.770,686.646
686.769,686.643
686.759,686.619
686.767,686.638
686.766,686.635
686.762,686.626
686.762,686.625
686.761,686.623
686.760,686.622
686.760,686.620
686.759,686.619
686.759,686.618
686.767,686.637
686.774,686.654
686.772,686.650
686.770,686.646
686.769,686.642
686.767,686.639
686.772,686.650
686.770,686.646
686.769,686.642
686.767,686.639
686.766,686.636
686.757,686.613
686.757,686.613
686.765,686.633
686.761,686.624
686.761,686.622
686.760,686.621
686.765,686.634
686.764,686.631
686.763,686.629
686.763,686.627
686.762,686.625
686.761,686.623
686.761,686.622
686.760,686.621
686.760,686.619
686.759,686.618
686.764,686.631
686.771,686.649
686.770,686.645
686.768,686.641
686.767,686.638
686.766,686.635
686.765,686.633
686.764,686.630
686.750,686.595
686.742,686.576
686.743,686.579
686.750,686.596
686.750,686.597
686.751,686.598
686.743,686.579
686.744,686.582
686.745,686.584
686.738,686.566
686.740,686.570
686.733,686.554
686.735,686.559
686.737,686.564
686.731,686.548
686.733,686.554
686.741,686.573
686.742,686.576
686.743,686.579
686.742,686.575
686.743,686.578
686.744,686.581
686.745,686.584
686.746,686.586
686.739,686.568
686.716,686.511
686.712,686.501
686.713,686.504
686.709,686.494
686.706,686.485
686.702,686.477
686.699,686.469
686.697,686.462
686.694,686.456
686.692,686.451
686.695,686.459
686.701,686.473
686.706,686.486
686.703,686.478
686.700,686.470
686.697,686.463
686.703,686.477
686.708,686.490
686.709,686.494
686.714,686.505
686.718,686.515
686.713,686.504
686.715,686.507
686.719,686.517
686.722,686.526
686.726,686.537
686.721,686.523
686.722,686.525
686.717,686.513
686.712,686.502
686.714,686.506
686.710,686.495
686.706,686.486
686.711,686.498
686.707,686.488
686.703,686.480
686.708,686.492
686.710,686.496
686.706,686.487
686.711,686.499
686.715,686.509
686.711,686.498
686.715,686.509
686.719,686.518
686.722,686.527
686.723,686.528
686.726,686.536
686.721,686.523
686.716,686.511
686.720,686.520
686.721,686.522
686.716,686.510
686.711,686.499
686.708,686.490
686.704,686.481
686.709,686.493
686.705,686.484
686.710,686.496
686.712,686.500
686.708,686.490
686.712,686.501
686.708,686.492
686.713,686.503
686.717,686.513
686.720,686.522
686.716,686.510
686.717,686.513
