# Physical_Baseline=685.48pF, Trigger_Distance=11.8cm, Atten_Ratio=1.39
Raw_Capacitance(pF),Normalized_Capacitance(pF)
685.475,685.475
685.474,685.474
685.474,685.473
685.475,685.475
685.477,685.477
685.483,685.486
685.482,685.484
685.488,685.493
685.486,685.490
685.484,685.487
685.482,685.485
685.475,685.475
685.477,685.477
685.475,685.475
685.475,685.474
685.466,685.462
685.458,685.451
685.458,685.452
685.459,685.453
685.462,685.457
685.465,685.460
685.465,685.461
685.465,685.461
685.465,685.461
685.465,685.461
685.467,685.464
685.470,685.467
685.469,685.467
685.469,685.466
685.469,685.466
685.468,685.465
685.468,685.465
685.470,685.468
685.464,685.459
685.458,685.452
685.459,685.453
685.468,685.465
685.468,685.464
685.467,685.464
685.467,685.464
685.461,685.456
685.464,685.460
685.467,685.463
685.469,685.466
685.477,685.477
685.476,685.475
685.483,685.485
685.481,685.483
685.480,685.481
685.478,685.479
685.479,685.481
685.478,685.479
685.479,685.481
685.480,685.482
685.481,685.483
685.480,685.481
685.478,685.479
685.485,685.489
685.483,685.486
685.482,685.484
685.480,685.482
685.479,685.480
685.480,685.481
685.479,685.480
685.477,685.478
685.476,685.476
685.475,685.475
685.474,685.474
685.474,685.473
685.473,685.472
685.474,685.474
685.476,685.476
685.475,685.475
685.474,685.473
685.481,685.483
685.480,685.481
685.478,685.479
685.485,685.489
685.483,685.486
685.484,685.487
685.477,685.477
685.484,685.487
685.482,685.484
685.488,685.493
685.486,685.490
685.484,685.487
685.490,685.496
685.488,685.493
685.480,685.482
685.481,685.483
685.488,685.492
685.478,685.478
685.484,685.488
685.483,685.485
685.489,685.494
685.487,685.491
685.487,685.492
685.479,685.481
685.478,685.479
685.477,685.477
685.476,685.476
685.475,685.475
685.474,685.473
685.473,685.472
685.475,685.474
685.476,685.477
685.475,685.475
685.474,685.474
685.474,685.473
685.473,685.472
685.472,685.471
685.479,685.481
685.478,685.479
685.477,685.477
685.478,685.479
685.479,685.481
685.478,685.479
685.477,685.477
685.476,685.476
685.475,685.474
685.474,685.473
685.473,685.472
685.467,685.463
685.467,685.463
685.467,685.463
685.466,685.463
685.458,685.452
685.459,685.453
685.460,685.453
685.460,685.454
685.455,685.447
685.458,685.452
685.459,685.453
685.460,685.453
685.460,685.454
685.461,685.455
685.461,685.456
685.456,685.448
685.459,685.453
685.460,685.454
685.460,685.454
685.461,685.455
685.461,685.456
685.462,685.456
685.456,685.449
685.460,685.453
685.460,685.454
685.453,685.444
685.454,685.445
685.455,685.447
685.456,685.448
685.457,685.450
685.458,685.451
685.461,685.455
685.464,685.459
685.464,685.459
685.464,685.459
685.464,685.460
685.464,685.460
685.464,685.460
685.467,685.463
685.461,685.455
685.454,685.445
685.455,685.446
685.456,685.448
685.459,685.452
685.454,685.445
685.457,685.450
685.461,685.455
685.461,685.455
685.461,685.456
685.462,685.456
685.462,685.457
685.471,685.469
685.472,685.471
685.474,685.473
685.468,685.464
685.467,685.464
685.467,685.464
685.467,685.464
685.467,685.464
685.469,685.467
685.471,685.469
685.471,685.469
685.470,685.468
685.470,685.467
685.469,685.467
685.469,685.466
685.469,685.466
685.471,685.469
685.473,685.471
685.474,685.474
685.476,685.476
685.475,685.474
685.474,685.473
685.473,685.472
685.472,685.471
685.472,685.470
685.474,685.473
685.475,685.475
685.474,685.474
685.473,685.473
685.473,685.472
685.472,685.471
685.471,685.470
685.465,685.461
685.460,685.453
685.460,685.454
685.461,685.455
685.461,685.455
685.462,685.456
685.462,685.457
685.465,685.460
685.467,685.464
685.467,685.464
685.467,685.463
685.467,685.463
685.467,685.463
685.467,685.463
685.461,685.455
685.456,685.448
685.459,685.452
685.459,685.453
685.460,685.454
685.461,685.455
685.461,685.455
685.462,685.456
685.462,685.456
685.457,685.449
685.457,685.450
685.458,685.451
685.451,685.441
685.444,685.432
685.441,685.427
685.437,685.422
685.432,685.415
685.435,685.419
685.430,685.412
685.428,685.409
685.423,685.403
685.419,685.397
685.424,685.403
685.428,685.409
685.431,685.414
685.429,685.411
685.427,685.408
685.430,685.413
685.434,685.417
685.437,685.422
685.440,685.425
685.436,685.421
685.431,685.414
685.429,685.410
685.432,685.415
685.427,685.409
685.423,685.402
685.427,685.408
685.425,685.405
685.429,685.411
685.427,685.408
685.430,685.413
685.434,685.417
685.437,685.422
685.442,685.429
685.439,685.424
685.441,685.427
685.443,685.431
685.446,685.434
685.447,685.436
685.449,685.439
685.453,685.444
685.457,685.449
685.457,685.450
685.458,685.451
685.459,685.452
685.462,685.457
685.462,685.457
685.457,685.450
685.450,685.440
685.451,685.442
685.453,685.444
685.446,685.434
685.450,685.440
685.452,685.442
685.455,685.447
685.456,685.448
685.457,685.450
685.458,685.451
685.459,685.452
685.459,685.453
685.462,685.457
685.463,685.457
685.463,685.458
685.463,685.458
685.471,685.470
685.471,685.469
685.470,685.468
685.472,685.471
685.474,685.473
685.481,685.483
685.480,685.481
685.478,685.479
685.477,685.478
685.476,685.476
685.475,685.475
685.476,685.477
685.475,685.475
685.474,685.474
685.474,685.473
685.473,685.472
685.472,685.471
685.472,685.470
685.473,685.472
685.475,685.475
685.474,685.473
685.473,685.472
685.473,685.471
685.472,685.470
685.471,685.470
685.471,685.469
685.465,685.460
685.459,685.452
685.460,685.453
685.460,685.454
685.461,685.455
685.456,685.448
685.456,685.449
685.460,685.453
685.455,685.446
685.456,685.448
685.457,685.449
685.457,685.450
685.458,685.451
685.461,685.456
685.464,685.459
685.458,685.452
685.461,685.456
685.462,685.456
685.462,685.457
685.463,685.457
685.457,685.450
685.460,685.454
685.463,685.458
685.463,685.459
685.464,685.459
685.464,685.459
685.464,685.459
685.464,685.460
685.467,685.463
685.461,685.455
685.461,685.456
685.462,685.456
685.462,685.457
685.462,685.457
685.463,685.458
685.465,685.461
685.468,685.465
685.462,685.456
685.462,685.457
685.463,685.457
685.455,685.447
685.456,685.448
685.449,685.438
685.453,685.444
685.448,685.437
685.450,685.440
685.451,685.442
685.453,685.444
685.454,685.445
685.455,685.447
685.458,685.452
685.453,685.445
685.457,685.449
685.458,685.451
685.458,685.452
685.459,685.453
685.460,685.453
685.460,685.454
685.461,685.455
685.464,685.459
685.464,685.459
685.464,685.459
685.464,685.460
685.464,685.460
685.464,685.460
685.459,685.452
685.462,685.456
685.462,685.457
685.463,685.457
685.463,685.458
685.465,685.461
685.468,685.465
685.470,685.468
685.464,685.459
685.464,685.459
685.464,685.460
685.464,685.460
685.459,685.452
685.462,685.456
685.454,685.446
685.455,685.447
685.456,685.448
685.457,685.450
685.458,685.451
685.461,685.455
685.456,685.448
685.457,685.449
685.458,685.450
685.458,685.451
685.459,685.452
685.460,685.453
685.455,685.446
685.456,685.448
685.457,685.449
685.457,685.450
685.458,685.451
685.451,685.441
685.447,685.435
685.443,685.430
685.437,685.422
685.440,685.426
685.442,685.429
685.447,685.435
685.449,685.438
685.450,685.440
685.452,685.442
685.453,685.444
685.457,685.449
685.452,685.442
685.453,685.444
685.446,685.435
685.440,685.426
685.445,685.433
685.439,685.424
685.433,685.417
685.436,685.421
685.439,685.425
