# Physical_Baseline=687.68pF, Trigger_Distance=12.1cm, Atten_Ratio=1.46
Raw_Capacitance(pF),Normalized_Capacitance(pF)
687.685,687.686
687.685,687.686
687.693,687.697
687.692,687.696
687.691,687.695
687.693,687.698
687.692,687.696
687.691,687.695
687.691,687.694
687.690,687.693
687.689,687.692
687.689,687.691
687.699,687.706
687.698,687.704
687.696,687.702
687.695,687.700
687.697,687.703
687.695,687.701
687.694,687.699
687.693,687.698
687.692,687.696
687.691,687.695
687.691,687.694
687.693,687.697
687.692,687.696
687.691,687.695
687.690,687.693
687.690,687.693
687.689,687.692
687.688,687.691
687.691,687.694
687.690,687.693
687.697,687.704
687.696,687.702
687.698,687.704
687.696,687.702
687.695,687.700
687.697,687.703
687.695,687.701
687.694,687.699
687.693,687.698
687.695,687.700
687.702,687.710
687.700,687.708
687.698,687.706
687.697,687.703
687.696,687.702
687.703,687.712
687.703,687.713
687.702,687.710
687.700,687.708
687.698,687.705
687.697,687.703
687.696,687.701
687.694,687.700
687.696,687.702
687.695,687.700
687.694,687.699
687.693,687.697
687.687,687.688
687.694,687.699
687.701,687.710
687.700,687.707
687.698,687.705
687.697,687.703
687.695,687.701
687.694,687.699
687.693,687.698
687.692,687.696
687.691,687.695
687.685,687.686
687.685,687.686
687.685,687.686
687.677,687.674
687.669,687.663
687.665,687.657
687.667,687.660
687.669,687.662
687.670,687.664
687.674,687.670
687.675,687.671
687.668,687.661
687.661,687.651
687.655,687.642
687.650,687.634
687.653,687.639
687.648,687.632
687.643,687.625
687.639,687.619
687.646,687.629
687.642,687.622
687.646,687.628
687.641,687.622
687.637,687.616
687.641,687.622
687.645,687.628
687.649,687.633
687.652,687.638
687.647,687.630
687.643,687.624
687.646,687.629
687.653,687.639
687.648,687.631
687.643,687.624
687.647,687.630
687.642,687.623
687.641,687.621
687.637,687.615
687.641,687.622
687.637,687.616
687.634,687.611
687.633,687.610
687.630,687.605
687.635,687.612
687.640,687.619
687.636,687.614
687.632,687.609
687.629,687.604
687.626,687.600
687.624,687.596
687.629,687.604
687.634,687.612
687.631,687.607
687.631,687.606
687.628,687.602
687.633,687.610
687.630,687.605
687.630,687.605
687.629,687.604
687.634,687.612
687.631,687.607
687.636,687.614
687.633,687.609
687.629,687.604
687.626,687.600
687.632,687.608
687.629,687.603
687.626,687.599
687.623,687.596
687.621,687.592
687.619,687.589
687.620,687.590
687.621,687.591
687.627,687.600
687.632,687.608
687.632,687.608
687.628,687.603
687.626,687.599
687.623,687.595
687.629,687.604
687.626,687.599
687.623,687.596
687.624,687.596
687.621,687.593
687.619,687.590
687.625,687.598
687.631,687.607
687.628,687.602
687.625,687.598
687.631,687.606
687.628,687.602
687.625,687.598
687.630,687.606
687.627,687.602
687.625,687.598
687.622,687.594
687.620,687.591
687.621,687.592
687.621,687.593
687.627,687.601
687.625,687.597
687.622,687.594
687.628,687.602
687.628,687.602
687.620,687.590
687.621,687.591
687.618,687.588
687.625,687.597
687.622,687.594
687.620,687.591
687.621,687.592
687.613,687.581
687.612,687.579
687.611,687.577
687.610,687.576
687.609,687.574
687.608,687.573
687.607,687.571
687.606,687.570
687.605,687.569
687.613,687.580
687.612,687.578
687.613,687.580
687.614,687.582
687.613,687.580
687.612,687.578
687.618,687.588
687.617,687.586
687.615,687.583
687.613,687.581
687.612,687.579
687.611,687.577
687.610,687.576
687.609,687.574
687.600,687.561
687.600,687.561
687.600,687.561
687.600,687.561
687.599,687.561
687.599,687.561
687.602,687.564
687.604,687.568
687.607,687.571
687.606,687.570
687.605,687.569
687.605,687.568
687.604,687.567
687.596,687.555
687.596,687.555
687.591,687.548
687.586,687.541
687.590,687.547
687.586,687.540
687.590,687.546
687.593,687.551
687.588,687.544
687.584,687.538
687.586,687.540
687.587,687.542
687.588,687.544
687.589,687.545
687.582,687.535
687.584,687.537
687.585,687.539
687.578,687.530
687.580,687.532
687.582,687.535
687.576,687.526
687.578,687.529
687.580,687.532
687.574,687.523
687.576,687.526
687.578,687.530
687.580,687.532
687.582,687.535
687.584,687.537
687.585,687.540
687.586,687.541
687.588,687.543
687.589,687.545
687.590,687.546
687.591,687.548
687.583,687.537
687.585,687.539
687.578,687.529
687.580,687.532
687.574,687.523
687.576,687.527
687.578,687.530
687.572,687.521
687.567,687.513
687.570,687.517
687.573,687.521
687.575,687.525
687.569,687.517
687.572,687.521
687.567,687.513
687.570,687.517
687.573,687.521
687.570,687.517
687.567,687.513
687.573,687.522
687.570,687.518
687.568,687.514
687.565,687.510
687.560,687.503
687.556,687.497
687.552,687.491
687.557,687.498
687.553,687.492
687.557,687.498
687.553,687.492
687.557,687.499
687.561,687.505
687.557,687.498
687.561,687.504
687.564,687.509
687.568,687.514
687.571,687.519
687.573,687.522
687.568,687.514
687.571,687.519
687.565,687.511
687.569,687.515
687.563,687.508
687.559,687.501
687.555,687.495
687.559,687.501
687.555,687.495
687.559,687.501
687.563,687.507
687.566,687.512
687.561,687.505
687.565,687.510
687.560,687.503
687.564,687.508
687.567,687.513
687.570,687.518
687.573,687.522
687.567,687.514
687.573,687.522
687.570,687.518
687.565,687.510
687.560,687.503
687.556,687.497
687.560,687.503
687.564,687.508
