# Physical_Baseline=686.08pF, Trigger_Distance=160.1cm, Atten_Ratio=256.32
Raw_Capacitance(pF),Normalized_Capacitance(pF)
686.088,687.529
686.088,687.326
686.087,687.154
686.094,689.047
686.093,688.703
686.092,688.390
686.091,688.108
686.090,687.858
686.081,685.574
686.081,685.558
686.081,685.542
686.081,685.527
686.081,685.527
686.078,684.901
686.076,684.322
686.074,683.806
686.072,683.336
686.070,682.914
686.077,684.588
686.083,686.106
686.088,687.467
686.095,689.328
686.094,688.953
686.085,686.559
686.084,686.450
686.084,686.356
686.083,686.262
686.083,686.184
686.083,686.121
686.083,686.059
686.082,685.996
686.080,685.323
686.077,684.713
686.083,686.215
686.081,685.511
686.078,684.885
686.076,684.322
686.074,683.806
686.072,683.336
686.081,685.589
686.089,687.639
686.088,687.435
686.087,687.248
686.087,687.076
686.078,684.870
686.078,684.932
686.078,684.979
686.079,685.026
686.076,684.447
686.082,685.980
686.080,685.308
686.077,684.698
686.083,686.199
686.081,685.511
686.081,685.511
686.081,685.511
686.081,685.511
686.081,685.511
686.081,685.542
686.086,686.966
686.094,688.875
686.092,688.546
686.091,688.249
686.090,687.983
686.089,687.748
686.088,687.529
686.088,687.326
686.092,688.577
686.097,689.704
686.101,690.736
686.096,689.610
686.101,690.642
686.099,690.142
686.097,689.688
686.095,689.281
686.094,688.922
686.093,688.593
686.091,688.296
686.088,687.404
686.085,686.591
686.090,687.905
686.086,687.044
686.091,688.327
686.072,683.368
686.073,683.571
686.066,681.694
686.067,682.054
686.068,682.382
686.067,682.054
686.066,681.756
686.065,681.490
686.072,683.290
686.078,684.932
686.076,684.353
686.074,683.837
686.072,683.368
686.073,683.571
686.074,683.743
686.074,683.900
686.075,684.040
686.075,684.181
686.076,684.306
686.076,684.416
686.085,686.575
686.084,686.465
686.084,686.372
686.083,686.278
686.083,686.199
686.089,687.561
686.085,686.731
686.082,685.980
686.080,685.308
686.077,684.698
686.075,684.150
686.081,685.699
686.087,687.107
686.084,686.325
686.083,686.246
686.083,686.168
686.083,686.106
686.083,686.043
686.082,685.980
686.082,685.933
686.082,685.887
686.082,685.840
686.082,685.808
686.082,685.777
686.081,685.746
686.081,685.714
686.081,685.683
686.079,685.042
686.076,684.463
686.074,683.931
686.072,683.446
686.071,683.008
686.069,682.617
686.076,684.322
686.082,685.855
686.079,685.198
686.077,684.604
686.075,684.056
686.075,684.181
686.076,684.306
686.076,684.416
686.077,684.510
686.077,684.604
686.077,684.682
686.086,686.810
686.083,686.059
686.080,685.370
686.078,684.760
686.075,684.197
686.073,683.696
686.072,683.243
686.081,685.511
686.081,685.511
686.081,685.511
686.081,685.511
686.081,685.511
686.081,685.511
686.081,685.511
686.089,687.561
686.088,687.357
686.087,687.169
686.086,687.013
686.086,686.857
686.083,686.106
686.088,687.467
686.085,686.653
686.082,685.918
686.079,685.245
686.077,684.635
686.075,684.087
686.075,684.213
686.084,686.387
686.084,686.293
686.083,686.215
686.075,684.087
686.075,684.213
686.076,684.338
686.076,684.447
686.082,685.980
686.080,685.308
686.085,686.747
686.082,685.996
686.088,687.373
686.093,688.624
686.097,689.751
686.095,689.344
686.094,688.969
686.093,688.640
686.092,688.343
686.090,688.061
686.089,687.811
686.089,687.592
686.088,687.388
686.093,688.640
686.089,687.717
686.094,688.937
686.098,690.032
686.102,691.034
686.106,691.925
686.101,690.689
686.104,691.628
686.108,692.473
686.111,693.239
686.113,693.928
686.110,693.114
686.107,692.379
686.105,691.722
686.102,691.127
686.100,690.580
686.098,690.095
686.097,689.657
686.093,688.640
686.089,687.717
686.086,686.872
686.083,686.106
686.080,685.417
686.086,686.857
686.091,688.155
686.095,689.328
686.094,688.953
686.093,688.624
686.091,688.327
686.098,690.111
686.094,689.047
686.099,690.142
686.102,691.127
686.106,692.019
686.101,690.768
686.097,689.641
686.101,690.674
686.099,690.173
686.097,689.719
686.095,689.313
686.094,688.953
686.093,688.624
686.091,688.327
686.090,688.045
686.087,687.169
686.084,686.387
686.081,685.668
686.087,687.076
686.084,686.293
686.089,687.639
686.094,688.859
686.084,686.481
686.084,686.387
686.084,686.293
686.083,686.215
686.083,686.137
686.083,686.074
686.082,686.012
686.082,685.965
686.082,685.918
686.082,685.871
686.087,687.263
686.084,686.465
686.081,685.746
686.079,685.089
686.077,684.494
686.074,683.962
686.081,685.527
686.078,684.901
686.070,682.898
686.063,681.084
686.065,681.506
686.058,679.832
686.060,680.364
686.062,680.849
686.064,681.287
686.066,681.678
686.067,682.038
686.068,682.367
686.069,682.664
686.068,682.304
686.067,681.975
686.074,683.743
686.080,685.339
686.080,685.355
686.080,685.370
686.080,685.370
686.081,685.714
686.081,685.683
686.081,685.668
686.089,687.701
686.088,687.482
686.087,687.295
686.087,687.122
686.086,686.966
686.086,686.825
686.083,686.074
686.088,687.451
686.085,686.637
686.082,685.902
686.079,685.229
686.077,684.619
686.075,684.072
686.075,684.197
686.076,684.322
686.076,684.432
686.085,686.591
686.084,686.481
686.084,686.387
686.084,686.293
686.083,686.215
686.083,686.137
686.098,690.048
686.094,688.984
686.090,688.030
686.087,687.154
686.092,688.421
686.099,690.204
686.097,689.751
686.095,689.344
686.102,691.034
686.100,690.502
686.096,689.391
686.100,690.439
686.103,691.393
686.107,692.254
686.102,690.987
686.108,692.520
686.105,691.847
686.103,691.237
686.109,692.739
686.112,693.474
686.114,694.147
