# Physical_Baseline=685.99pF, Trigger_Distance=74.3cm, Atten_Ratio=55.20
Raw_Capacitance(pF),Normalized_Capacitance(pF)
685.981,685.405
685.980,685.351
685.979,685.304
685.973,684.950
685.967,684.630
685.970,684.782
685.970,684.788
685.970,684.792
685.970,684.795
685.964,684.492
685.967,684.657
685.970,684.809
685.972,684.943
685.972,684.933
685.980,685.365
685.979,685.314
685.981,685.402
685.982,685.483
685.984,685.553
685.985,685.617
685.986,685.678
685.984,685.597
685.983,685.526
685.982,685.462
685.981,685.402
685.982,685.483
685.984,685.553
685.977,685.176
685.979,685.277
685.988,685.813
685.989,685.853
685.990,685.890
685.990,685.924
685.996,686.261
685.994,686.126
685.992,686.005
685.992,686.028
685.992,686.049
685.993,686.066
685.993,686.082
685.993,686.096
685.991,685.978
685.997,686.311
686.003,686.615
686.000,686.446
685.999,686.426
685.999,686.409
685.999,686.392
685.996,686.244
685.994,686.109
685.983,685.547
685.985,685.614
685.978,685.230
685.979,685.328
685.981,685.415
685.982,685.493
685.981,685.432
685.980,685.375
685.979,685.324
685.981,685.412
685.982,685.489
685.992,686.005
685.992,686.028
685.992,686.049
685.993,686.066
685.991,685.948
685.989,685.843
685.995,686.190
685.993,686.062
685.991,685.944
685.991,685.971
685.992,685.998
685.992,686.022
685.992,686.042
685.990,685.927
685.996,686.264
686.002,686.571
686.007,686.847
686.011,687.097
686.010,687.016
686.017,687.383
686.015,687.275
686.013,687.177
686.011,687.090
686.010,687.009
686.014,687.245
686.018,687.457
686.016,687.343
686.020,687.545
686.015,687.289
686.011,687.056
686.007,686.844
686.003,686.652
686.003,686.611
686.010,687.019
686.009,686.945
686.008,686.878
686.006,686.817
686.013,687.204
686.012,687.113
686.010,687.029
686.001,686.510
685.998,686.352
685.995,686.207
686.001,686.517
686.006,686.800
686.003,686.615
686.002,686.578
686.001,686.544
686.001,686.514
686.000,686.487
686.000,686.463
686.000,686.443
685.999,686.423
685.997,686.271
685.994,686.136
685.992,686.012
685.990,685.900
685.990,685.934
685.991,685.964
685.991,685.991
685.992,686.015
685.992,686.035
685.993,686.055
685.991,685.941
685.989,685.836
685.987,685.742
685.988,685.789
685.989,685.833
685.989,685.873
685.990,685.907
685.990,685.937
685.989,685.833
685.987,685.739
685.988,685.786
685.989,685.830
685.989,685.870
685.990,685.904
685.990,685.937
685.991,685.968
685.983,685.550
685.982,685.483
685.981,685.422
685.980,685.368
685.979,685.318
685.981,685.405
685.982,685.486
685.984,685.557
685.985,685.621
685.983,685.547
685.982,685.479
685.981,685.419
685.980,685.365
685.979,685.314
685.981,685.402
685.982,685.483
685.984,685.553
685.985,685.617
685.978,685.233
685.979,685.328
685.987,685.722
685.985,685.638
685.984,685.560
685.990,685.934
685.991,685.964
685.991,685.991
685.984,685.574
685.985,685.638
685.986,685.695
685.985,685.614
685.983,685.540
685.982,685.472
685.981,685.412
685.982,685.489
685.984,685.560
685.985,685.624
685.978,685.240
685.977,685.203
685.969,684.728
685.969,684.738
685.969,684.748
685.980,685.334
685.981,685.422
685.991,685.941
685.991,685.968
685.992,685.995
685.992,686.018
685.992,686.039
685.993,686.059
685.991,685.944
685.989,685.840
685.987,685.745
685.985,685.658
685.978,685.270
685.980,685.361
685.982,685.446
685.983,685.520
685.984,685.587
685.983,685.516
685.990,685.894
685.988,685.793
685.986,685.702
685.993,686.062
685.999,686.389
685.998,686.376
686.006,686.807
686.005,686.753
686.004,686.706
686.004,686.662
686.003,686.621
686.002,686.584
686.007,686.861
686.012,687.110
686.008,686.894
686.012,687.140
686.016,687.363
686.014,687.255
686.021,687.602
686.018,687.474
686.016,687.356
686.014,687.252
686.018,687.464
686.014,687.214
686.010,686.989
686.014,687.225
686.012,687.130
686.011,687.046
686.009,686.969
686.008,686.898
686.007,686.834
686.006,686.776
686.002,686.591
685.999,686.426
685.997,686.274
685.994,686.136
685.992,686.012
685.992,686.032
685.993,686.052
685.990,685.937
685.989,685.833
685.987,685.739
685.985,685.654
685.992,686.018
685.992,686.039
685.993,686.059
685.993,686.076
685.993,686.092
685.994,686.106
686.002,686.561
686.009,686.972
686.008,686.901
686.015,687.282
686.021,687.626
686.016,687.359
686.012,687.120
686.016,687.346
686.012,687.107
686.008,686.891
686.015,687.272
686.021,687.615
686.018,687.484
686.016,687.366
686.022,687.703
686.028,688.006
686.025,687.838
686.028,687.993
686.030,688.134
686.033,688.262
686.027,687.936
686.021,687.642
686.017,687.376
686.012,687.134
686.008,686.915
686.013,687.157
686.017,687.380
686.020,687.578
686.026,687.895
686.023,687.737
686.029,688.037
686.025,687.865
686.015,687.268
686.013,687.171
686.003,686.638
686.003,686.601
685.999,686.433
685.997,686.281
686.002,686.584
685.999,686.419
685.999,686.402
685.999,686.386
685.998,686.372
685.998,686.359
685.990,685.904
685.990,685.937
685.997,686.274
685.994,686.136
685.992,686.012
685.990,685.900
685.988,685.799
685.994,686.150
685.995,686.160
685.995,686.167
685.995,686.173
685.995,686.180
686.003,686.628
686.002,686.591
686.002,686.557
685.999,686.392
685.996,686.244
685.994,686.109
685.991,685.988
685.997,686.322
686.003,686.621
686.008,686.894
686.012,687.140
686.019,687.498
