# Physical_Baseline=686.12pF, Trigger_Distance=161.6cm, Atten_Ratio=261.15
Raw_Capacitance(pF),Normalized_Capacitance(pF)
686.141,690.647
686.143,691.237
686.145,691.779
686.147,692.273
686.149,692.719
686.148,692.480
686.147,692.257
686.138,689.961
686.141,690.631
686.135,689.133
686.138,689.882
686.140,690.551
686.140,690.519
686.140,690.487
686.140,690.456
686.142,691.077
686.136,689.531
686.139,690.232
686.139,690.232
686.147,692.320
686.141,690.663
686.143,691.253
686.145,691.794
686.144,691.635
686.144,691.492
686.146,692.002
686.148,692.464
686.149,692.894
686.143,691.173
686.134,688.989
686.135,689.101
686.135,689.196
686.135,689.292
686.136,689.372
686.130,687.985
686.134,688.830
686.137,689.595
686.131,688.192
686.132,688.384
686.133,688.559
686.133,688.718
686.128,687.395
686.124,686.200
686.120,685.116
686.116,684.144
686.112,683.267
686.107,681.833
686.110,682.630
686.113,683.347
686.115,684.000
686.120,685.228
686.116,684.239
686.121,685.451
686.117,684.447
686.111,682.900
686.106,681.498
686.111,682.964
686.116,684.287
686.113,683.395
686.110,682.582
686.105,681.211
686.100,679.968
686.096,678.852
686.102,680.573
686.108,682.135
686.105,681.450
686.101,680.191
686.104,681.147
686.110,682.645
686.107,681.912
686.105,681.243
686.100,680.000
686.104,680.972
686.107,681.849
686.104,681.179
686.110,682.677
686.107,681.928
686.113,683.363
686.115,684.016
686.118,684.606
686.112,683.044
686.109,682.263
686.114,683.666
686.119,684.925
686.123,686.072
686.125,686.471
686.126,686.821
686.119,685.052
686.116,684.080
686.112,683.203
686.109,682.406
686.106,681.689
686.109,682.502
686.112,683.235
686.115,683.889
686.120,685.132
686.116,684.160
686.112,683.283
686.109,682.486
686.104,681.131
686.100,679.904
686.103,680.876
686.101,680.302
686.099,679.792
686.105,681.418
686.111,682.900
686.108,682.135
686.111,682.900
686.114,683.586
686.116,684.207
686.113,683.315
686.118,684.606
686.114,683.681
686.116,684.303
686.119,684.861
686.120,685.371
686.117,684.367
686.113,683.458
686.118,684.733
686.114,683.793
686.117,684.399
686.119,684.957
686.113,683.363
686.118,684.654
686.122,685.817
686.110,682.534
686.112,683.267
686.117,684.574
686.114,683.650
686.111,682.821
686.108,682.072
686.113,683.490
686.108,682.040
686.111,682.821
686.113,683.522
686.118,684.797
686.115,683.857
686.111,682.996
686.108,682.215
686.111,682.980
686.106,681.578
686.104,680.940
686.101,680.366
686.099,679.840
686.106,681.466
686.109,682.295
686.112,683.044
686.109,682.263
686.114,683.666
686.119,684.925
686.123,686.072
686.125,686.471
686.126,686.821
686.127,687.140
686.123,685.977
686.119,684.925
686.123,686.072
686.127,687.108
686.120,685.307
686.122,685.770
686.118,684.733
686.114,683.793
686.111,682.948
686.108,682.183
686.106,681.482
686.101,680.223
686.104,681.163
686.110,682.661
686.115,684.016
686.120,685.244
686.124,686.359
686.126,686.726
686.127,687.061
686.128,687.363
686.124,686.168
686.127,687.188
686.123,686.009
686.127,687.045
686.120,685.244
686.122,685.706
686.123,686.136
686.127,687.156
686.131,688.081
686.126,686.821
686.130,687.778
686.131,688.001
686.131,688.208
686.124,686.311
686.125,686.678
686.121,685.562
686.117,684.542
686.114,683.618
686.108,682.151
686.111,682.916
686.114,683.602
686.116,684.223
686.121,685.435
686.125,686.535
686.121,685.419
686.125,686.519
686.129,687.507
686.130,687.762
686.130,687.985
686.131,688.192
686.124,686.296
686.128,687.300
686.123,686.120
686.119,685.052
686.124,686.184
686.125,686.566
686.134,689.005
686.135,689.117
686.135,689.212
686.130,687.842
686.133,688.702
686.128,687.379
686.129,687.650
686.125,686.439
686.120,685.339
686.125,686.439
686.128,687.443
686.132,688.352
686.133,688.527
686.125,686.598
686.129,687.587
686.132,688.479
686.135,689.276
686.130,687.905
686.133,688.766
686.134,688.894
686.134,689.021
686.129,687.682
686.125,686.471
686.128,687.459
686.132,688.368
686.127,687.077
686.128,687.379
686.129,687.650
686.130,687.889
686.123,686.009
686.116,684.319
686.121,685.514
686.117,684.494
686.114,683.586
686.110,682.757
686.108,682.008
686.103,680.701
686.106,681.609
686.101,680.334
686.097,679.187
686.095,678.772
686.094,678.406
686.101,680.175
686.099,679.665
686.102,680.669
686.106,681.578
686.101,680.302
686.099,679.792
686.105,681.418
686.111,682.900
686.108,682.135
686.113,683.538
686.116,684.176
686.118,684.749
686.120,685.259
686.114,683.634
686.119,684.893
686.115,683.937
686.112,683.076
686.109,682.295
686.106,681.593
686.109,682.406
686.112,683.140
686.115,683.809
686.109,682.327
686.112,683.076
686.117,684.399
686.121,685.594
686.117,684.574
686.114,683.650
686.119,684.909
686.121,685.403
686.122,685.865
686.116,684.192
686.110,682.661
686.107,681.912
686.113,683.347
686.110,682.534
686.107,681.801
686.110,682.598
686.113,683.315
686.110,682.518
686.107,681.785
686.104,681.131
686.102,680.542
686.108,682.104
686.111,682.869
686.114,683.570
686.116,684.192
686.113,683.299
686.109,682.502
686.107,681.769
686.112,683.203
686.109,682.406
686.104,681.052
686.107,681.928
686.110,682.709
686.113,683.426
686.110,682.614
686.107,681.880
686.105,681.211
686.102,680.605
686.108,682.151
686.111,682.916
686.106,681.514
686.109,682.343
686.106,681.625
686.104,680.988
686.109,682.502
686.112,683.235
686.115,683.889
686.112,683.028
686.109,682.247
686.106,681.546
686.103,680.908
686.144,691.603
686.146,692.113
686.140,690.472
686.140,690.440
686.140,690.408
686.134,688.925
686.129,687.587
686.124,686.375
686.126,686.742
686.127,687.077
686.128,687.379
686.124,686.184
686.128,687.204
686.131,688.128
686.126,686.869
686.127,687.188
686.129,687.475
686.124,686.280
686.128,687.300
686.131,688.208
686.126,686.933
686.128,687.236
686.129,687.523
686.122,685.690
686.118,684.654
686.127,686.981
686.122,685.833
686.116,684.160
686.110,682.645
686.105,681.275
686.108,682.119
686.105,681.434
686.111,682.900
686.108,682.135
686.105,681.450
686.109,682.279
686.112,683.028
686.117,684.351
686.113,683.442
686.118,684.718
686.114,683.777
686.111,682.932
686.114,683.618
686.116,684.239
686.121,685.451
686.125,686.535
686.121,685.419
686.125,686.519
686.129,687.507
686.130,687.762
686.111,682.821
686.116,684.160
686.112,683.283
686.115,683.937
686.109,682.438
686.104,681.083
686.107,681.944
686.113,683.363
686.118,684.654
686.122,685.817
686.126,686.869
686.127,687.188
686.129,687.475
686.122,685.642
686.126,686.710
686.129,687.682
686.133,688.559
686.128,687.252
686.123,686.072
686.127,687.108
686.128,687.395
686.121,685.562
686.123,686.009
686.116,684.319
686.121,685.514
686.125,686.598
686.129,687.587
686.124,686.375
686.126,686.742
686.119,684.973
686.121,685.467
686.115,683.825
686.117,684.431
686.113,683.522
686.110,682.693
686.115,684.048
686.112,683.171
686.109,682.374
686.106,681.657
686.109,682.470
686.112,683.203
686.115,683.873
686.111,683.012
686.108,682.231
686.114,683.634
686.111,682.805
686.116,684.144
686.118,684.718
686.112,683.140
686.115,683.809
686.109,682.327
686.106,681.609
686.112,683.060
686.109,682.279
686.106,681.578
686.112,683.044
686.109,682.263
686.111,683.012
686.114,683.697
686.116,684.319
686.121,685.514
686.125,686.598
686.121,685.483
686.123,685.929
686.124,686.327
686.128,687.332
686.131,688.240
686.135,689.069
686.129,687.714
686.130,687.953
686.134,688.814
686.137,689.579
686.139,690.280
686.139,690.264
686.139,690.264
686.139,690.264
686.142,690.902
686.136,689.372
686.130,687.985
686.134,688.830
686.129,687.507
686.122,685.674
686.123,686.104
686.125,686.487
686.126,686.837
686.130,687.794
686.125,686.566
686.121,685.451
686.122,685.897
686.124,686.311
686.133,688.766
686.136,689.547
686.139,690.248
686.142,690.886
686.141,690.822
686.141,690.758
686.143,691.348
686.145,691.874
686.139,690.264
686.139,690.264
686.139,690.264
686.139,690.264
686.142,690.902
686.144,691.476
686.143,691.348
686.151,693.325
686.152,693.659
686.153,693.978
686.155,694.265
686.161,695.971
686.161,696.066
686.162,696.146
686.168,697.676
686.165,696.959
686.173,699.047
686.172,698.840
686.177,700.115
686.184,701.900
686.182,701.422
686.178,700.354
686.185,702.123
686.191,703.717
686.194,704.514
686.191,703.797
686.202,706.682
686.207,707.845
686.211,708.897
686.212,709.216
686.223,712.228
686.234,714.954
686.235,715.336
686.245,717.775
686.243,717.249
686.243,717.409
686.249,719.002
686.249,719.002
686.255,720.437
686.254,720.294
686.254,720.166
686.253,720.054
686.253,719.943
686.258,721.298
686.265,723.163
686.269,724.199
686.275,725.793
686.286,728.677
686.291,729.841
686.292,730.255
686.296,731.276
686.300,732.200
686.303,733.029
686.306,733.778
686.300,732.359
686.304,733.172
686.312,735.356
686.314,735.882
686.313,735.723
686.315,736.217
686.314,736.025
686.316,736.488
686.326,739.006
686.324,738.544
686.325,738.767
686.323,738.321
686.324,738.576
686.325,738.799
686.326,739.006
686.327,739.197
686.333,740.807
686.325,738.719
686.334,741.030
686.331,740.377
686.331,740.425
686.329,739.819
686.329,739.930
686.322,738.034
686.323,738.305
686.322,737.906
686.323,738.193
686.324,738.448
686.325,738.687
686.326,738.910
686.324,738.448
686.325,738.687
686.331,740.345
686.331,740.409
686.329,739.819
686.329,739.930
686.335,741.477
686.335,741.429
686.335,741.381
686.340,742.784
686.348,744.696
686.344,743.692
686.343,743.437
686.347,744.648
686.354,746.386
686.352,745.876
686.350,745.413
686.349,744.983
686.378,752.714
686.382,753.686
686.383,753.909
686.386,754.770
686.389,755.551
686.384,754.164
686.379,752.905
686.383,753.861
686.384,754.068
686.379,752.825
686.382,753.781
686.378,752.554
686.382,753.542
686.385,754.435
686.386,754.594
686.381,753.303
686.384,754.228
686.385,754.403
686.388,755.216
686.391,755.949
686.391,755.965
686.385,754.531
686.380,753.240
686.381,753.511
686.385,754.403
686.388,755.216
686.388,755.296
686.391,756.029
686.391,756.029
686.386,754.594
686.389,755.391
686.397,757.559
686.399,758.069
686.401,758.531
686.400,758.308
686.393,756.651
686.393,756.603
686.393,756.555
686.395,757.161
686.395,757.065
686.389,755.535
686.392,756.236
686.392,756.220
686.394,756.858
686.396,757.432
686.396,757.304
686.390,755.742
686.390,755.774
686.393,756.459
686.395,757.081
686.395,756.985
