# Physical_Baseline=686.08pF, Trigger_Distance=158.4cm, Atten_Ratio=250.91
Raw_Capacitance(pF),Normalized_Capacitance(pF)
686.070,684.381
686.069,684.013
686.067,683.676
686.077,686.004
686.077,686.096
686.077,686.172
686.078,686.249
686.086,688.332
686.085,688.194
686.085,688.071
686.084,687.964
686.084,687.872
686.084,687.780
686.075,685.682
686.076,685.805
686.074,685.299
686.072,684.840
686.078,686.433
686.076,685.866
686.074,685.361
686.072,684.901
686.070,684.488
686.069,684.105
686.068,683.768
686.069,684.074
686.070,684.350
686.071,684.595
686.072,684.825
686.073,685.024
686.081,687.229
686.079,686.586
686.077,686.004
686.074,685.483
686.073,685.009
686.079,686.586
686.077,686.004
686.082,687.489
686.082,687.443
686.082,687.398
686.082,687.352
686.082,687.306
686.082,687.275
686.081,687.244
686.081,687.214
686.081,687.183
686.081,687.152
686.081,687.137
686.081,687.122
686.081,687.107
686.073,685.085
686.071,684.656
686.070,684.258
686.068,683.906
686.067,683.584
686.066,683.293
686.065,683.033
686.064,682.788
686.071,684.580
686.069,684.197
686.076,685.851
686.074,685.345
686.072,684.886
686.070,684.473
686.069,684.090
686.070,684.365
686.071,684.610
686.080,686.846
686.080,686.862
686.080,686.862
686.080,686.862
686.080,686.862
686.080,686.862
686.086,688.270
686.091,689.541
686.087,688.684
686.084,687.903
686.081,687.198
686.079,686.571
686.085,688.010
686.082,687.290
686.079,686.647
686.079,686.678
686.079,686.708
686.079,686.724
686.079,686.739
686.080,686.754
686.080,686.770
686.080,686.785
686.080,686.800
686.080,686.816
686.072,684.809
686.073,685.009
686.071,684.580
686.077,686.203
686.083,687.673
686.081,686.999
686.078,686.387
686.084,687.842
686.076,685.744
686.076,685.851
686.076,685.958
686.069,684.044
686.070,684.319
686.071,684.564
686.072,684.794
686.073,684.993
686.073,685.177
686.071,684.733
686.070,684.335
686.068,683.967
686.075,685.652
686.073,685.162
686.074,685.330
686.074,685.483
686.075,685.621
686.076,685.744
686.076,685.851
686.076,685.958
686.074,685.437
686.072,684.963
686.071,684.534
686.069,684.151
686.068,683.799
686.075,685.499
686.073,685.024
686.079,686.601
686.079,686.632
686.079,686.662
686.079,686.693
686.079,686.724
686.071,684.733
686.072,684.947
686.079,686.540
686.076,685.973
686.074,685.453
686.072,684.978
686.071,684.549
686.069,684.166
686.068,683.814
686.069,684.105
686.070,684.381
686.071,684.626
686.072,684.840
686.073,685.039
686.073,685.223
686.074,685.391
686.075,685.545
686.081,687.076
686.081,687.061
686.086,688.454
686.091,689.710
686.096,690.843
686.092,689.863
686.096,690.981
686.100,691.992
686.096,690.904
686.095,690.522
686.093,690.185
686.084,687.857
686.084,687.765
686.083,687.688
686.091,689.633
686.090,689.373
686.089,689.143
686.088,688.929
686.085,688.133
686.082,687.413
686.088,688.760
686.092,689.986
686.089,689.082
686.086,688.270
686.085,688.148
686.085,688.025
686.084,687.918
686.084,687.826
686.083,687.734
686.083,687.658
686.083,687.597
686.083,687.535
686.082,687.474
