x0000,y0000
0.,469.9498
1.,469.9263
2.,469.9947
3.,471.083
4.,471.2065
5.,471.1189
6.,471.0334
7.,470.7561
8.,470.6165
9.,470.5171
10.,470.4746
11.,470.4271
12.,470.4225
13.,470.4272
14.,470.4272
15.,470.42
16.,470.42
17.,470.4177
18.,470.4153
19.,472.4447
20.,472.466
21.,472.4781
22.,472.7136
23.,472.7116
24.,472.6899
25.,472.6327
26.,472.4565
27.,472.3568
28.,472.2519
29.,472.1306
30.,471.876
31.,471.7787
32.,471.7478
33.,471.667
34.,471.6077
35.,471.546
36.,471.4839
37.,471.4866
38.,471.4721
39.,471.4391
40.,471.432
41.,471.3797
42.,471.2706
43.,471.1543
44.,471.1116
45.,471.057
46.,470.9364
47.,470.7918
48.,470.4367
49.,470.3326
50.,469.9901
51.,469.9851
52.,469.9827
53.,469.9853
54.,469.983
55.,469.9851
56.,469.9851
57.,469.9851
58.,469.9875
59.,469.983
60.,469.9804
61.,469.9734
62.,469.9757
63.,469.9993
64.,470.0087
65.,470.0373
66.,470.0467
67.,470.0606
68.,470.0677
69.,470.1035
70.,470.1412
71.,470.1767
72.,470.1931
73.,470.1624
74.,470.1578
75.,470.1553
76.,470.1577
77.,470.1624
78.,470.1599
79.,470.1578
80.,470.1553
81.,470.1505
82.,470.1459
83.,470.1481
84.,470.1481
85.,470.1577
86.,470.1765
87.,470.2476
88.,470.2619
89.,470.2876
90.,470.3043
91.,470.3114
92.,470.3114
93.,470.3138
94.,470.3114
95.,470.3111
96.,470.316
97.,470.3893
98.,470.4013
99.,470.4035
100.,470.4106
101.,470.4082
102.,470.3872
103.,470.3256
104.,470.2903
105.,470.302
106.,470.3043
107.,470.3114
108.,470.3065
109.,470.212
110.,470.1908
111.,470.0702
112.,470.1671
113.,470.3635
114.,470.3611
115.,470.2664
116.,470.1435
117.,470.134
118.,470.1176
119.,470.1082
120.,470.094
121.,470.0868
122.,470.07
123.,470.0702
124.,470.0609
125.,470.0632
126.,470.0538
127.,470.0538
128.,470.0465
129.,470.0467
130.,470.0465
131.,470.0467
132.,470.0489
133.,470.0513
134.,470.0418
135.,469.8741
136.,469.8765
137.,469.8837
138.,469.8813
139.,469.8882
140.,469.8858
141.,469.8884
142.,469.8907
143.,469.8955
144.,469.8931
145.,469.8979
146.,469.8979
147.,469.8979
148.,469.9001
149.,469.9049
150.,469.9049
151.,469.9072
152.,469.9025
153.,469.9049
154.,469.9049
155.,469.9072
156.,469.9072
157.,469.9072
158.,469.9074
159.,469.9072
160.,469.9072
161.,469.9074
162.,469.9072
163.,469.9098
164.,469.9072
165.,469.9096
166.,469.9142
167.,469.9096
168.,469.9096
169.,469.9142
170.,469.9286
171.,469.9331
172.,469.9333
173.,469.9333
174.,469.9378
175.,469.9378
176.,469.9404
177.,469.9427
178.,469.9404
179.,469.9427
180.,469.9544
181.,469.4895
182.,469.4777
183.,469.4376
184.,469.4258
185.,469.4046
186.,469.3976
187.,469.3904
188.,469.3881
