x0000,y0000
0.,471.0121
1.,471.0145
2.,471.019
3.,471.0264
4.,471.0311
5.,471.0452
6.,471.0715
7.,471.1166
8.,471.178
9.,471.2065
10.,471.2541
11.,471.2541
12.,471.1307
13.,471.121
14.,471.088
15.,471.0691
16.,471.0429
17.,471.0264
18.,471.0193
19.,471.024
20.,471.0216
21.,471.0216
22.,471.0786
23.,471.0833
24.,471.0738
25.,471.0857
26.,471.0786
27.,471.0287
28.,470.9433
29.,470.9269
30.,470.9149
31.,470.9055
32.,470.8937
33.,470.8794
34.,470.8345
35.,470.8179
36.,470.7444
37.,470.7209
38.,470.6663
39.,470.6401
40.,470.548
41.,470.5123
42.,470.4155
43.,470.3846
44.,470.2853
45.,470.2643
46.,470.231
47.,470.2215
48.,470.2167
49.,470.212
50.,470.2074
51.,470.2002
52.,470.1814
53.,470.172
54.,470.1625
55.,470.1553
56.,470.1412
57.,470.1246
58.,470.1056
59.,470.082
60.,470.0562
61.,470.0323
62.,470.0087
63.,469.9851
64.,469.9615
65.,469.9498
66.,469.9404
67.,469.9333
68.,469.9215
69.,469.9096
70.,469.8765
71.,469.8717
72.,469.8672
73.,469.867
74.,469.867
75.,469.8694
76.,469.8742
77.,469.8766
78.,469.8837
79.,469.8884
80.,469.9096
81.,469.9074
82.,469.8931
83.,469.7442
84.,469.7255
85.,469.7019
86.,469.69
87.,469.6829
88.,469.6783
89.,469.6664
90.,469.6641
91.,469.6593
92.,469.6522
93.,469.6474
94.,469.6403
95.,469.6829
96.,469.7231
97.,469.7725
98.,469.7962
99.,469.9001
100.,469.9263
101.,470.0323
102.,470.0371
103.,470.0442
104.,470.0515
105.,470.0562
106.,470.0562
107.,470.0418
108.,470.016
109.,469.9875
110.,469.9686
111.,469.9734
112.,469.9969
113.,470.03
114.,470.0113
115.,469.9897
116.,469.978
117.,469.9286
118.,469.9096
119.,469.8646
120.,469.82
121.,469.7609
122.,469.7231
123.,469.6946
124.,469.6688
125.,469.6546
126.,469.6262
127.,469.5955
128.,469.5767
129.,469.5674
130.,469.6027
131.,469.6641
132.,469.7419
133.,469.8435
134.,469.886
135.,469.9355
136.,469.9238
137.,469.8955
138.,469.8576
139.,469.8244
140.,469.8129
141.,469.8105
142.,469.8105
143.,469.8246
144.,469.8129
145.,469.8033
146.,469.8009
147.,469.7042
148.,469.6829
149.,469.6688
150.,469.6546
151.,469.6476
152.,469.6359
153.,469.7655
154.,469.8341
155.,469.926
156.,469.9544
157.,469.9615
158.,469.9544
159.,470.0089
160.,470.049
161.,470.0515
162.,470.0465
163.,470.0515
164.,470.0562
165.,470.0609
166.,470.068
167.,470.0726
168.,470.0724
169.,470.0773
170.,470.0962
171.,470.0985
172.,470.094
173.,470.0915
174.,470.0868
175.,470.0844
176.,470.0844
177.,470.082
178.,470.0606
179.,470.0559
180.,470.0371
181.,470.0113
182.,470.0064
183.,469.9851
184.,469.983
185.,469.9804
186.,469.9757
187.,469.9734
188.,469.9662
189.,469.9521
190.,469.9521
191.,469.938
192.,469.938
193.,469.9333
194.,469.9238
195.,469.9098
196.,469.9072
197.,469.9096
198.,469.8979
199.,469.8955
200.,469.8955
201.,469.8955
202.,469.8979
203.,469.9025
204.,469.9049
205.,469.9025
206.,469.9096
207.,469.9072
208.,469.9333
209.,469.9404
210.,469.9734
211.,469.9851
212.,470.0064
213.,470.011
214.,470.0182
215.,470.0206
216.,470.023
217.,470.0254
218.,470.03
219.,470.0277
220.,470.0347
221.,470.0347
222.,470.0465
223.,470.0467
224.,470.068
225.,470.075
226.,470.0772
227.,470.0844
228.,470.0891
229.,470.0891
230.,470.0915
231.,470.0985
232.,470.1105
233.,470.1176
234.,470.1246
235.,470.1317
236.,470.1814
237.,470.2735
238.,470.309
239.,470.4508
240.,470.4512
241.,470.4415
242.,470.4369
243.,470.4272
244.,470.4249
245.,470.4179
246.,470.4179
247.,470.4179
248.,470.4179
249.,470.3705
250.,470.3635
251.,470.3419
252.,470.3349
253.,470.3281
254.,470.3208
255.,470.3138
256.,470.3114
257.,470.3043
258.,470.3043
259.,470.3114
260.,470.316
261.,470.3256
262.,470.3302
263.,470.3397
264.,470.3446
265.,470.3444
266.,470.3419
267.,470.3375
268.,470.3373
269.,470.3208
270.,470.3185
271.,470.2996
272.,470.2949
273.,470.2925
274.,470.2784
275.,470.2758
276.,470.2664
277.,470.2594
278.,470.25
279.,470.2522
280.,470.2332
281.,470.2308
282.,470.2144
283.,470.2098
284.,470.1955
285.,470.1955
286.,470.1838
287.,470.179
288.,470.1743
289.,470.1717
290.,470.1648
291.,470.1624
292.,470.1647
293.,470.1647
294.,470.1625
295.,470.1624
296.,470.1671
297.,470.1647
298.,470.1602
299.,470.1624
300.,470.1625
301.,470.1648
302.,470.1648
303.,470.1648
304.,470.1648
305.,470.1672
306.,470.1838
307.,470.1838
308.,470.1955
309.,470.1979
310.,470.2025
311.,470.2025
312.,470.205
313.,470.2074
314.,470.212
315.,470.2144
316.,470.2215
317.,470.2193
318.,470.2285
319.,470.231
320.,470.2334
321.,470.231
322.,470.2404
323.,470.2451
324.,470.25
325.,470.2473
326.,470.2522
327.,470.25
328.,470.2594
329.,470.264
330.,470.2735
331.,470.2737
332.,470.2806
333.,470.2831
334.,470.2878
335.,470.2876
336.,470.2949
337.,470.2925
338.,470.2903
339.,470.2903
340.,470.2758
341.,470.2711
342.,470.2689
343.,470.2664
344.,470.2594
345.,470.2594
346.,470.2546
347.,470.2546
348.,470.2594
349.,470.257
350.,470.2594
351.,470.2594
352.,470.2667
353.,470.2711
354.,470.2807
355.,470.2807
356.,470.2829
357.,470.2853
358.,470.2923
359.,470.2903
360.,470.2925
361.,470.2925
362.,470.3066
363.,470.3043
364.,470.302
365.,470.302
366.,470.2853
367.,470.2829
368.,470.264
369.,470.2594
370.,470.2476
371.,470.2428
372.,470.2191
373.,470.2169
374.,470.212
375.,470.212
376.,470.2074
377.,470.2074
378.,470.205
379.,470.205
