x0000,y0000
0.,474.3
1.,474.3025
2.,474.3048
3.,474.3072
4.,474.3072
5.,474.3119
6.,474.3119
7.,474.3096
8.,474.3096
9.,474.3072
10.,474.3096
11.,474.3072
12.,474.3096
13.,474.3076
14.,474.3096
15.,474.3096
16.,474.3072
17.,474.3072
18.,474.3076
19.,474.3048
20.,474.3072
21.,474.3048
22.,474.3096
23.,474.3096
24.,474.3096
25.,474.3096
26.,474.3096
27.,474.3096
28.,474.3143
29.,474.3143
30.,474.3143
31.,474.3167
32.,474.3167
33.,474.3148
34.,474.319
35.,474.3148
36.,474.3119
37.,474.31
38.,474.3096
39.,474.3025
40.,474.3
41.,474.3
42.,474.2976
43.,474.3
44.,474.2948
45.,474.2787
46.,474.2739
47.,474.2687
48.,474.2639
49.,474.2545
50.,474.2549
51.,474.2521
52.,474.2501
53.,474.245
54.,474.2473
55.,474.2473
56.,474.2497
57.,474.2545
58.,474.2568
59.,474.2568
60.,474.2573
61.,474.2616
62.,474.2621
63.,474.2715
64.,474.2735
65.,474.2735
66.,474.2735
67.,474.2715
68.,474.2739
69.,474.2715
70.,474.2711
71.,474.2668
72.,474.2668
73.,474.2663
74.,474.2616
75.,474.2497
76.,474.245
77.,474.2164
78.,474.2065
79.,474.197
80.,474.1875
81.,474.1756
82.,474.1613
83.,474.111
84.,474.0968
85.,474.082
86.,474.0654
87.,474.0535
88.,474.0369
89.,474.0198
90.,474.008
91.,473.9936
92.,473.9794
93.,473.9288
94.,473.9121
95.,473.9102
96.,473.9126
97.,473.9102
98.,473.8859
99.,473.8262
100.,473.8072
101.,473.7859
102.,473.7617
103.,473.7379
104.,473.7118
105.,473.6539
106.,473.6231
107.,473.4843
108.,473.4459
109.,473.4127
110.,473.3795
111.,473.2862
112.,473.255
113.,473.1953
114.,473.1739
115.,473.136
116.,473.1025
117.,473.0234
118.,472.9784
119.,472.7736
120.,472.7258
121.,472.6449
122.,472.609
123.,472.5471
124.,472.5184
125.,472.4375
126.,472.4092
127.,472.3804
128.,472.3492
129.,472.2874
130.,472.2638
131.,472.1756
132.,472.1543
133.,472.1326
134.,472.116
135.,472.0947
136.,472.0708
137.,472.0519
138.,472.0283
139.,471.9567
140.,471.933
141.,471.8358
142.,471.8
143.,471.7693
144.,471.7693
145.,471.7288
146.,471.6812
147.,471.6384
148.,471.5982
149.,471.546
150.,471.4866
151.,471.4201
152.,471.3538
153.,471.1637
154.,471.1213
155.,471.0761
156.,471.0311
157.,470.9954
158.,470.9648
159.,470.9364
160.,470.9149
161.,470.8914
162.,470.8748
163.,470.8534
164.,470.8463
165.,470.8393
166.,470.8415
167.,470.8439
168.,470.8463
169.,470.8557
170.,470.8605
171.,470.8607
172.,470.8605
173.,470.8557
174.,470.8486
175.,470.8415
176.,470.8321
177.,470.8015
178.,470.7942
179.,470.7847
180.,470.7797
181.,470.7776
182.,470.78
183.,470.78
184.,470.7752
185.,470.6616
186.,470.6449
187.,470.638
188.,470.6213
189.,470.5927
190.,470.5692
191.,470.5407
192.,470.5289
193.,470.5217
194.,470.5171
195.,470.515
196.,470.5195
197.,470.5409
198.,470.5504
199.,470.5671
200.,470.5904
201.,470.6283
202.,470.6378
203.,470.638
204.,470.638
205.,470.6401
206.,470.6425
207.,470.6473
208.,470.6519
209.,470.6519
210.,470.6473
211.,470.6427
212.,470.6404
213.,470.638
214.,470.6378
215.,470.6354
216.,470.6307
217.,470.6238
218.,470.6189
219.,470.6095
220.,470.5998
221.,470.5927
222.,470.5856
223.,470.5692
224.,470.5668
225.,470.5644
226.,470.5644
227.,470.5644
228.,470.5644
229.,470.5859
230.,470.5907
231.,470.6001
232.,470.6024
233.,470.6022
234.,470.6047
235.,470.6143
236.,470.6118
237.,470.5953
238.,470.5856
239.,470.5716
240.,470.5695
241.,470.5431
242.,470.5432
243.,470.5432
244.,470.5362
245.,470.522
246.,470.5241
247.,470.5195
248.,470.5147
249.,470.51
250.,470.5053
251.,470.4888
252.,470.4841
253.,470.4792
254.,470.4768
255.,470.4605
256.,470.4605
257.,470.4556
258.,470.4603
259.,470.4512
260.,470.4415
261.,470.4415
262.,470.4391
263.,470.4369
264.,470.4344
265.,470.432
266.,470.432
267.,470.4297
268.,470.4344
269.,470.4297
270.,470.432
271.,470.4272
272.,470.4272
273.,470.4272
274.,470.4224
275.,470.42
276.,470.4179
277.,470.4179
278.,470.4179
279.,470.4155
280.,470.4155
281.,470.4108
282.,470.4013
283.,470.399
284.,470.3988
285.,470.3988
286.,470.3967
287.,470.3918
288.,470.3918
289.,470.3872
290.,470.3822
291.,470.3822
292.,470.3822
293.,470.3776
294.,470.3776
295.,470.3752
296.,470.3752
297.,470.3729
298.,470.3658
299.,470.3658
300.,470.3635
301.,470.3611
302.,470.3609
303.,470.3585
304.,470.3564
305.,470.3564
306.,470.3419
307.,470.3352
308.,470.3302
309.,470.3257
310.,470.3256
311.,470.3138
312.,470.3111
313.,470.3066
314.,470.3043
315.,470.302
316.,470.2973
317.,470.2949
318.,470.2854
319.,470.2806
320.,470.2737
321.,470.2711
322.,470.2664
323.,470.264
324.,470.2594
325.,470.257
326.,470.2522
327.,470.25
328.,470.25
329.,470.25
330.,470.2476
331.,470.2381
332.,470.2358
333.,470.2285
334.,470.2308
335.,470.2261
336.,470.2264
337.,470.2215
338.,470.2215
339.,470.2193
340.,470.2167
341.,470.2191
342.,470.2169
343.,470.2167
344.,470.2167
345.,470.2169
346.,470.2167
347.,470.224
348.,470.224
349.,470.2237
350.,470.2285
351.,470.2308
352.,470.2356
353.,470.2404
354.,470.2427
355.,470.2522
356.,470.2522
357.,470.2522
358.,470.2546
359.,470.2546
360.,470.2619
361.,470.2664
362.,470.2713
363.,470.2784
364.,470.2829
365.,470.2903
366.,470.2925
367.,470.2996
368.,470.302
369.,470.3114
370.,470.3138
371.,470.3302
372.,470.3302
373.,470.3326
374.,470.3373
375.,470.3423
376.,470.3469
377.,470.3658
378.,470.3752
379.,470.3754
380.,470.3822
381.,470.3964
382.,470.4035
383.,470.5077
384.,470.5244
385.,470.5668
386.,470.5883
387.,470.6354
388.,470.6401
389.,470.6378
390.,470.638
391.,470.6378
392.,470.6378
393.,470.6354
394.,470.6354
395.,470.626
396.,470.6118
397.,470.581
398.,470.5692
399.,470.5621
400.,470.5621
401.,470.5526
402.,470.5407
403.,470.5241
404.,470.5147
405.,470.5126
406.,470.5147
407.,470.4935
408.,470.4839
409.,470.4794
410.,470.4746
411.,470.4651
412.,470.4626
413.,470.4675
414.,470.4675
415.,470.4675
416.,470.4674
417.,470.4603
418.,470.4534
419.,470.4391
420.,470.4249
421.,470.3564
422.,470.3302
423.,470.3043
424.,470.2782
425.,470.2546
426.,470.2522
427.,470.2404
428.,470.2334
429.,470.25
430.,470.2664
431.,470.2903
432.,470.3185
433.,470.3705
434.,470.4082
435.,470.6686
436.,470.6473
437.,470.6354
438.,470.6001
439.,470.5268
440.,470.5005
441.,470.4485
442.,470.4438
443.,470.4582
444.,470.4675
445.,470.4697
446.,470.4744
447.,470.4652
448.,470.4582
449.,470.4579
450.,470.4579
451.,470.4485
452.,470.4438
453.,470.4367
454.,470.4391
455.,470.4415
456.,470.4438
457.,470.4485
458.,470.4534
459.,470.4651
460.,470.4675
461.,470.4724
462.,470.477
463.,470.4794
464.,470.4862
465.,470.4959
466.,470.5005
467.,470.5053
468.,470.5053
469.,470.5055
470.,470.5077
471.,470.5102
472.,470.51
473.,470.5123
474.,470.5078
475.,470.51
476.,470.5077
477.,470.5005
478.,470.4959
479.,470.4888
480.,470.4814
481.,470.477
482.,470.4697
483.,470.4603
484.,470.4508
485.,470.4534
486.,470.4532
487.,470.4534
488.,470.4532
489.,470.4674
490.,470.4724
491.,470.4864
492.,470.4959
493.,470.5266
494.,470.5383
495.,470.555
496.,470.5644
497.,470.581
498.,470.5904
499.,470.6022
500.,470.6095
501.,470.6165
502.,470.6216
503.,470.6307
504.,470.633
505.,470.6356
506.,470.6356
507.,470.6354
508.,470.6378
509.,470.638
510.,470.638
511.,470.6378
512.,470.6378
513.,470.6378
514.,470.6404
515.,470.638
516.,470.6378
517.,470.6401
518.,470.6401
519.,470.6404
520.,470.6404
521.,470.6451
522.,470.6497
523.,470.6592
524.,470.671
525.,470.676
526.,470.6781
527.,470.6828
528.,470.6805
529.,470.6828
530.,470.6852
531.,470.6877
532.,470.6899
533.,470.6946
534.,470.7019
535.,470.709
536.,470.716
537.,470.7231
538.,470.7229
539.,470.7184
540.,470.7209
541.,470.7349
542.,470.7515
543.,470.7894
544.,470.8059
545.,470.8109
546.,470.813
547.,470.813
548.,470.8085
549.,470.8106
550.,470.8083
551.,470.8109
552.,470.8109
553.,470.8106
554.,470.8109
555.,470.8085
556.,470.8083
557.,470.9102
558.,471.0193
559.,471.152
560.,471.2823
561.,471.5175
562.,471.4936
563.,471.4795
564.,471.489
565.,471.5223
566.,471.5935
567.,471.8642
568.,471.881
569.,471.8976
570.,471.9117
571.,471.9334
572.,471.9641
573.,472.2161
574.,472.254
575.,472.2851
576.,472.2901
577.,472.2803
578.,472.2472
579.,472.1827
580.,472.133
581.,472.0687
582.,471.9951
583.,471.9189
584.,471.8286
585.,471.6981
586.,471.6147
587.,471.3039
588.,471.2587
589.,471.2469
590.,471.2658
591.,471.3111
592.,471.3084
593.,471.3491
594.,471.3655
595.,471.3892
596.,471.401
597.,471.4081
598.,471.4057
599.,471.3821
600.,471.3538
601.,471.2732
602.,471.1782
603.,471.1234
604.,471.0974
605.,471.0643
606.,471.0193
607.,470.9694
608.,470.9173
609.,470.8772
610.,470.8369
611.,470.8061
612.,470.7894
613.,470.7729
614.,470.7612
615.,470.7376
616.,470.7279
617.,470.7255
618.,470.7231
619.,470.7158
620.,470.7088
621.,470.6946
622.,470.6828
623.,470.6543
624.,470.6473
625.,470.6401
626.,470.638
627.,470.638
628.,470.6378
629.,470.6354
630.,470.6283
631.,470.6095
632.,470.5883
633.,470.5647
634.,470.5432
635.,470.522
636.,470.503
637.,470.4603
638.,470.4344
639.,470.4082
640.,470.3822
641.,470.304
642.,470.2829
643.,470.2522
644.,470.2522
645.,470.2169
646.,470.1955
647.,470.1555
648.,470.0985
649.,470.1931
650.,470.2522
651.,470.2594
652.,470.3329
653.,470.4461
654.,470.5974
655.,470.6519
656.,470.5456
657.,470.5008
658.,470.4674
659.,470.4485
660.,470.3682
661.,470.3611
662.,470.4367
663.,470.4344
664.,470.4461
665.,470.4699
666.,470.548
667.,470.5739
668.,470.6095
669.,470.633
670.,470.7303
671.,470.7942
672.,470.9008
673.,470.9149
674.,470.9672
675.,470.9837
676.,470.9978
677.,471.0024
678.,471.0051
679.,471.0809
680.,471.1021
681.,471.1234
682.,471.1281
683.,471.1378
684.,471.1543
685.,471.1732
686.,471.1732
687.,471.1709
688.,471.1709
689.,471.1734
690.,471.1712
691.,471.1637
692.,471.1591
693.,471.1472
694.,471.1449
695.,471.1401
696.,471.1378
697.,471.1307
698.,471.1284
699.,471.1284
700.,471.1284
701.,471.1213
702.,471.1261
703.,471.1164
704.,471.0903
705.,471.0455
706.,471.0381
707.,471.0385
708.,471.0311
709.,471.024
710.,471.0121
711.,470.9648
712.,470.9385
713.,470.8106
714.,470.8133
715.,470.8557
716.,470.8651
717.,470.8745
718.,470.877
719.,470.8794
720.,470.8818
721.,470.8699
722.,470.8654
723.,470.8628
724.,470.8605
725.,470.8298
726.,470.8345
727.,470.8369
728.,470.8345
729.,470.8342
730.,470.8342
731.,470.846
732.,470.8439
733.,470.851
734.,470.851
735.,470.8654
736.,470.8818
737.,470.9577
738.,470.9813
739.,471.0287
740.,471.0476
741.,471.0927
742.,471.1142
743.,471.1284
744.,471.1284
745.,471.1614
746.,471.1709
747.,471.1947
748.,478.7596
749.,478.8835
750.,478.9514
751.,478.9586
752.,478.7182
753.,478.6238
754.,478.4873
755.,478.4689
756.,478.4443
757.,478.4561
758.,478.4953
759.,478.4881
760.,478.4849
761.,478.4826
762.,478.4706
763.,478.4634
764.,478.4195
765.,478.3955
766.,478.33
767.,478.3253
768.,478.3421
769.,478.3565
770.,478.3907
771.,478.4171
772.,478.4394
773.,478.4666
774.,478.5337
775.,478.5679
776.,478.607
777.,478.6478
778.,478.6862
779.,478.7325
780.,478.7813
781.,478.8276
782.,478.8763
783.,478.9227
784.,478.9707
785.,479.0146
786.,479.0929
787.,479.1338
788.,479.1634
789.,479.1874
790.,479.1994
791.,479.1922
792.,479.1602
793.,479.1194
794.,478.9595
795.,478.9299
796.,478.9148
797.,478.9148
798.,478.9466
799.,478.9634
800.,478.9979
801.,479.0074
802.,479.0074
803.,478.9954
804.,478.886
805.,478.8197
806.,478.5648
807.,478.4658
808.,478.3613
809.,478.2599
810.,478.1698
811.,478.078
812.,478.0096
813.,477.9401
814.,477.7824
815.,477.7363
816.,477.6972
817.,477.6685
818.,477.6392
819.,477.6152
820.,477.5984
821.,477.5937
822.,477.5937
823.,477.5961
824.,477.5961
825.,477.5984
826.,477.5913
827.,477.5793
828.,477.5595
829.,477.5373
830.,477.511
831.,477.4799
832.,477.3661
833.,477.3182
834.,477.2715
835.,477.223
836.,477.1674
837.,477.119
838.,477.0663
839.,477.0179
840.,476.8733
841.,476.8446
842.,476.8033
843.,476.7621
844.,476.7232
845.,476.6874
846.,476.6462
847.,476.6128
848.,476.5764
849.,476.5429
850.,476.5089
851.,476.4796
852.,476.4504
853.,476.4194
854.,476.3835
855.,476.3424
856.,476.3323
857.,476.3328
858.,476.2798
859.,476.2583
860.,476.2457
861.,476.2314
862.,476.1688
863.,476.1568
864.,476.1353
865.,476.121
866.,476.1037
867.,476.0871
868.,476.0752
869.,476.0555
870.,476.0389
871.,476.0221
872.,475.9977
873.,475.9709
874.,475.9375
875.,475.9041
876.,475.9036
877.,475.8964
878.,475.8606
879.,475.8362
880.,475.7665
881.,475.7379
882.,475.704
883.,475.6731
884.,475.6415
885.,475.6076
886.,475.5766
887.,475.5408
888.,475.5045
889.,475.4684
890.,475.4344
891.,475.3987
892.,475.363
893.,475.3296
