# Physical_Baseline=687.85pF, Trigger_Distance=70.0cm, Atten_Ratio=49.00
Raw_Capacitance(pF),Normalized_Capacitance(pF)
687.863,687.879
687.862,687.877
687.869,687.895
687.870,687.898
687.876,687.913
687.874,687.907
687.872,687.902
687.870,687.898
687.868,687.893
687.867,687.890
687.860,687.873
687.859,687.871
687.859,687.870
687.858,687.868
687.858,687.867
687.860,687.873
687.859,687.871
687.861,687.876
687.860,687.874
687.854,687.859
687.857,687.865
687.856,687.864
687.856,687.863
687.856,687.862
687.855,687.861
687.858,687.867
687.857,687.866
687.859,687.872
687.859,687.870
687.858,687.868
687.860,687.874
687.860,687.872
687.862,687.877
687.861,687.875
687.863,687.879
687.862,687.877
687.864,687.882
687.865,687.886
687.864,687.883
687.858,687.867
687.857,687.866
687.857,687.864
687.856,687.863
687.856,687.862
687.855,687.862
687.855,687.861
687.855,687.860
687.855,687.859
687.854,687.859
687.854,687.858
687.854,687.858
687.849,687.845
687.849,687.845
687.849,687.846
687.849,687.847
687.850,687.848
687.845,687.835
687.845,687.837
687.841,687.825
687.842,687.828
687.846,687.837
687.846,687.839
687.847,687.840
687.850,687.848
687.850,687.849
687.853,687.856
687.853,687.856
687.856,687.862
687.855,687.861
687.855,687.861
687.858,687.867
687.849,687.846
687.844,687.833
687.845,687.835
687.846,687.837
687.838,687.819
687.839,687.822
687.841,687.825
687.834,687.808
687.827,687.793
687.822,687.779
687.825,687.786
687.827,687.792
687.830,687.798
687.832,687.803
687.834,687.808
687.827,687.793
687.833,687.805
687.834,687.810
687.839,687.821
687.840,687.824
687.841,687.827
687.842,687.830
687.838,687.819
687.839,687.822
687.841,687.825
687.842,687.828
687.835,687.811
687.836,687.815
687.838,687.818
687.831,687.802
687.828,687.794
687.830,687.800
687.832,687.805
687.834,687.809
687.836,687.814
687.832,687.804
687.834,687.809
687.839,687.820
687.840,687.823
687.844,687.833
687.845,687.835
687.837,687.817
687.839,687.820
687.840,687.823
687.833,687.806
687.827,687.791
687.829,687.797
687.823,687.783
687.826,687.789
687.821,687.776
687.816,687.763
687.819,687.772
687.825,687.786
687.820,687.773
687.825,687.788
687.828,687.794
687.825,687.786
687.820,687.773
687.831,687.801
687.827,687.793
687.830,687.799
687.835,687.811
687.836,687.815
687.833,687.805
687.834,687.810
687.839,687.821
687.832,687.804
687.826,687.789
687.823,687.782
687.826,687.789
687.823,687.782
687.818,687.769
687.816,687.764
687.811,687.753
687.815,687.763
687.811,687.751
687.815,687.761
687.810,687.750
687.814,687.760
687.810,687.749
687.809,687.746
687.805,687.736
687.809,687.748
687.813,687.758
687.817,687.767
687.820,687.775
687.823,687.783
687.818,687.769
687.813,687.758
687.809,687.747
687.805,687.737
687.804,687.735
687.801,687.727
687.800,687.726
687.805,687.738
687.810,687.749
687.806,687.739
687.805,687.737
687.801,687.728
687.806,687.740
687.811,687.751
687.815,687.761
687.818,687.770
687.813,687.758
687.817,687.767
687.823,687.782
687.818,687.769
687.821,687.777
687.819,687.771
687.822,687.779
687.817,687.766
687.820,687.775
687.818,687.769
687.813,687.757
687.820,687.773
687.823,687.781
687.818,687.768
687.813,687.756
687.816,687.766
687.820,687.774
687.815,687.762
687.810,687.751
687.814,687.760
687.810,687.749
687.814,687.759
687.812,687.755
687.816,687.765
687.814,687.760
687.810,687.749
687.809,687.746
687.805,687.737
687.809,687.748
687.805,687.738
687.804,687.736
687.809,687.747
687.808,687.744
687.812,687.754
687.816,687.764
687.819,687.772
687.822,687.780
687.817,687.767
687.815,687.763
687.819,687.771
687.825,687.786
687.819,687.772
687.822,687.780
687.825,687.787
687.828,687.793
687.822,687.779
687.828,687.793
687.822,687.779
687.820,687.773
687.815,687.761
687.810,687.750
687.814,687.760
687.810,687.749
687.806,687.739
687.813,687.757
687.817,687.766
687.820,687.774
687.823,687.782
687.826,687.789
687.828,687.795
687.833,687.807
687.835,687.811
687.831,687.802
