# Physical_Baseline=690.02pF, Trigger_Distance=12.6cm, Atten_Ratio=1.59
Raw_Capacitance(pF),Normalized_Capacitance(pF)
690.037,690.046
690.034,690.040
690.038,690.047
690.042,690.054
690.041,690.052
690.037,690.045
690.041,690.052
690.037,690.045
690.034,690.039
690.033,690.039
690.038,690.046
690.029,690.033
690.026,690.028
690.031,690.036
690.028,690.031
690.025,690.026
690.034,690.040
690.039,690.047
690.043,690.054
690.038,690.047
690.034,690.041
690.031,690.035
690.028,690.030
690.025,690.026
690.025,690.027
690.023,690.022
690.029,690.031
690.034,690.040
690.038,690.047
690.034,690.041
690.031,690.035
690.036,690.043
690.035,690.042
690.032,690.037
690.037,690.044
690.033,690.038
690.029,690.033
690.026,690.028
690.032,690.037
690.029,690.031
690.026,690.027
690.031,690.035
690.036,690.043
690.035,690.042
690.032,690.037
690.037,690.044
690.033,690.038
690.038,690.046
690.034,690.040
690.030,690.034
690.030,690.034
690.035,690.042
690.035,690.042
690.031,690.036
690.028,690.031
690.025,690.026
690.023,690.022
690.020,690.018
690.018,690.015
690.016,690.012
690.022,690.022
690.020,690.018
690.018,690.015
690.024,690.024
690.021,690.020
690.019,690.017
690.025,690.026
690.031,690.035
690.036,690.043
690.032,690.037
690.037,690.044
690.033,690.039
690.030,690.033
690.027,690.028
690.024,690.024
690.024,690.025
690.022,690.021
690.015,690.009
690.013,690.007
690.012,690.005
690.010,690.002
690.009,690.000
690.008,689.999
690.007,689.997
689.998,689.983
689.998,689.983
689.998,689.983
689.998,689.983
689.990,689.970
689.991,689.971
689.983,689.959
689.984,689.962
689.994,689.976
689.994,689.977
689.994,689.977
689.995,689.978
689.995,689.978
689.995,689.979
689.999,689.984
689.998,689.984
690.006,689.997
690.006,689.995
690.005,689.994
690.012,690.006
690.019,690.016
690.025,690.026
690.022,690.022
690.020,690.018
690.018,690.014
690.016,690.011
690.022,690.021
690.020,690.018
690.018,690.014
690.024,690.024
690.021,690.020
690.027,690.029
690.032,690.038
690.032,690.037
690.029,690.032
690.026,690.027
690.023,690.023
690.021,690.019
690.027,690.029
690.024,690.024
690.021,690.020
690.019,690.017
690.025,690.026
690.031,690.035
690.027,690.030
690.025,690.025
690.022,690.021
690.023,690.022
690.020,690.019
690.026,690.028
690.024,690.024
690.021,690.020
690.019,690.016
690.012,690.005
690.010,690.003
690.009,690.001
690.016,690.012
690.014,690.009
690.013,690.007
690.011,690.004
690.010,690.002
690.009,690.000
690.008,689.999
690.007,689.997
690.009,690.001
690.016,690.012
690.014,690.009
690.013,690.006
690.011,690.004
690.010,690.002
690.009,690.000
690.008,689.998
690.007,689.997
690.006,689.996
690.005,689.994
690.004,689.993
690.004,689.992
690.003,689.991
690.011,690.003
690.009,690.001
690.008,689.999
690.007,689.998
690.014,690.009
690.013,690.006
690.011,690.004
690.010,690.002
690.001,689.988
690.004,689.992
690.003,689.991
690.003,689.990
690.002,689.989
690.005,689.994
690.004,689.993
690.007,689.997
690.006,689.995
690.005,689.994
690.004,689.993
690.004,689.992
690.003,689.991
689.995,689.978
689.995,689.978
689.995,689.978
689.995,689.979
689.996,689.979
689.996,689.979
689.996,689.980
689.996,689.980
689.999,689.985
689.999,689.985
689.999,689.985
689.999,689.984
689.999,689.984
689.999,689.984
