# Physical_Baseline=693.25pF, Trigger_Distance=13.1cm, Atten_Ratio=1.72
Raw_Capacitance(pF),Normalized_Capacitance(pF)
694.233,694.934
694.179,694.841
694.137,694.771
694.099,694.705
694.074,694.661
694.042,694.607
694.021,694.570
693.993,694.523
693.969,694.481
693.952,694.453
693.938,694.428
693.916,694.390
693.897,694.358
693.880,694.328
693.856,694.288
693.839,694.259
693.828,694.240
693.810,694.208
693.793,694.180
693.779,694.155
693.773,694.146
693.757,694.118
693.742,694.092
693.728,694.069
693.720,694.054
693.712,694.041
693.702,694.023
693.692,694.006
693.679,693.984
693.667,693.963
693.653,693.939
693.635,693.909
693.616,693.875
693.590,693.831
693.570,693.797
693.541,693.747
693.514,693.701
693.490,693.659
693.460,693.608
693.441,693.575
693.424,693.546
693.392,693.491
693.363,693.442
693.337,693.397
693.314,693.357
693.288,693.313
693.269,693.280
693.252,693.251
693.237,693.225
693.214,693.187
693.195,693.153
693.176,693.122
693.156,693.086
693.133,693.047
693.113,693.013
693.086,692.967
693.062,692.926
693.041,692.889
693.021,692.855
693.003,692.825
692.983,692.789
692.961,692.751
692.941,692.717
692.922,692.686
692.906,692.657
692.887,692.624
692.866,692.588
692.846,692.555
692.829,692.525
692.813,692.499
692.807,692.488
692.794,692.465
692.781,692.444
692.770,692.425
692.760,692.407
692.751,692.392
692.743,692.378
692.735,692.365
692.729,692.353
692.723,692.343
692.717,692.333
692.712,692.325
692.708,692.317
692.695,692.296
692.684,692.277
692.678,692.266
692.669,692.250
692.668,692.249
692.660,692.235
692.652,692.222
692.637,692.196
692.624,692.173
692.619,692.165
692.607,692.145
692.597,692.127
692.587,692.110
692.578,692.095
692.570,692.081
692.563,692.069
692.548,692.044
692.539,692.027
692.526,692.006
692.515,691.987
692.513,691.983
692.503,691.966
692.494,691.951
692.486,691.937
692.479,691.925
692.464,691.899
692.459,691.890
692.446,691.868
692.443,691.862
692.440,691.857
692.437,691.852
692.434,691.847
692.424,691.830
692.422,691.827
692.413,691.811
692.331,691.670
692.330,691.669
692.321,691.654
692.314,691.641
692.307,691.629
692.308,691.632
692.302,691.620
692.296,691.610
692.290,691.601
692.294,691.607
692.288,691.598
692.284,691.590
692.280,691.582
692.276,691.576
692.272,691.570
692.277,691.578
692.274,691.572
692.270,691.567
692.267,691.562
692.265,691.557
692.254,691.539
692.253,691.536
692.252,691.534
692.250,691.532
692.249,691.531
693.484,693.650
