# Physical_Baseline=689.47pF, Trigger_Distance=49.7cm, Atten_Ratio=24.70
Raw_Capacitance(pF),Normalized_Capacitance(pF)
689.558,691.577
689.551,691.416
689.553,691.470
689.547,691.319
689.542,691.184
689.537,691.060
689.532,690.948
689.528,690.847
689.524,690.757
689.521,690.674
689.518,690.599
689.515,690.531
689.513,690.469
689.510,690.413
689.517,690.562
689.514,690.498
689.512,690.440
689.509,690.387
689.508,690.341
689.506,690.297
689.496,690.059
689.495,690.042
689.487,689.830
689.479,689.637
689.480,689.661
689.481,689.682
689.482,689.702
689.482,689.720
689.480,689.661
689.481,689.682
689.482,689.702
689.482,689.720
689.483,689.736
689.484,689.751
689.484,689.765
689.485,689.777
689.485,689.787
689.478,689.599
689.479,689.626
689.480,689.652
689.473,689.475
689.474,689.515
689.476,689.551
689.477,689.582
689.478,689.611
689.479,689.638
689.480,689.662
689.473,689.486
689.466,689.326
689.469,689.379
689.471,689.427
689.472,689.471
689.466,689.313
689.468,689.367
689.462,689.218
689.457,689.083
689.452,688.961
689.447,688.851
689.443,688.752
689.440,688.661
689.436,688.580
689.433,688.506
689.439,688.637
689.440,688.681
689.445,688.795
689.441,688.700
689.443,688.738
689.447,688.848
689.451,688.948
689.452,688.963
689.455,689.050
689.451,688.931
689.446,688.824
689.450,688.925
689.454,689.017
689.449,688.901
689.453,688.994
689.448,688.881
689.452,688.978
689.456,689.064
689.451,688.943
689.455,689.034
689.450,688.916
689.446,688.811
689.442,688.714
689.446,688.826
689.442,688.728
689.439,688.639
689.440,688.682
689.437,688.598
689.434,688.523
689.431,688.453
689.437,688.590
689.442,688.714
689.446,688.826
689.439,688.652
689.436,688.571
689.433,688.497
689.427,688.355
689.425,688.302
689.431,688.453
689.429,688.391
689.426,688.336
689.424,688.284
689.422,688.238
689.418,688.122
689.408,687.892
689.416,688.082
689.415,688.055
689.414,688.031
689.418,688.132
689.417,688.100
689.416,688.072
689.415,688.046
689.411,687.948
689.410,687.935
689.410,687.923
689.409,687.910
689.409,687.900
689.416,688.088
689.415,688.061
689.406,687.837
689.406,687.834
689.406,687.831
689.406,687.828
689.414,688.024
689.413,688.002
689.412,687.983
689.411,687.965
689.411,687.950
689.410,687.936
689.410,687.923
689.409,687.910
689.409,687.900
689.408,687.891
689.408,687.882
689.408,687.874
689.407,687.867
689.407,687.861
689.407,687.855
689.415,688.048
689.414,688.024
689.413,688.002
689.420,688.182
689.427,688.345
689.425,688.293
689.423,688.247
689.421,688.204
689.420,688.167
689.418,688.132
689.417,688.100
689.416,688.072
689.415,688.046
689.414,688.022
689.413,688.001
689.420,688.180
689.419,688.144
689.417,688.111
689.416,688.081
689.415,688.054
689.419,688.153
689.418,688.120
689.421,688.213
689.420,688.174
689.418,688.138
689.417,688.106
689.416,688.078
689.423,688.250
689.429,688.405
689.427,688.348
689.433,688.494
689.438,688.627
689.432,688.473
689.429,688.409
689.435,688.550
689.437,688.602
689.474,689.509
689.475,689.545
689.477,689.578
689.478,689.608
689.479,689.635
689.480,689.659
689.481,689.680
689.479,689.625
689.480,689.650
689.477,689.597
689.479,689.625
689.480,689.650
689.472,689.474
689.474,689.513
689.467,689.350
689.461,689.202
689.464,689.267
689.466,689.326
689.466,689.305
689.468,689.361
689.470,689.411
689.472,689.456
689.465,689.299
689.468,689.355
689.470,689.406
689.513,690.469
689.519,690.612
689.516,690.543
689.513,690.481
689.511,690.425
689.509,690.374
689.507,690.327
689.513,690.484
689.511,690.427
689.509,690.375
689.507,690.329
689.510,690.410
689.508,690.360
689.515,690.514
689.520,690.654
689.517,690.582
689.520,690.639
689.525,690.767
689.521,690.684
689.518,690.609
689.524,690.740
689.520,690.659
689.517,690.585
689.515,690.519
689.520,690.657
689.517,690.583
689.523,690.716
689.520,690.638
689.522,690.691
689.519,690.614
689.524,690.743
689.529,690.861
689.525,690.769
689.521,690.684
689.518,690.609
689.516,690.541
689.518,690.603
689.515,690.535
689.513,690.473
689.519,690.617
689.516,690.547
689.513,690.484
689.511,690.427
689.509,690.375
689.515,690.528
689.513,690.467
689.510,690.412
689.508,690.362
689.504,690.241
689.502,690.208
689.501,690.178
689.497,690.075
689.504,690.256
689.503,690.222
689.501,690.190
689.500,690.161
689.504,690.259
689.503,690.225
689.502,690.193
689.500,690.164
689.499,690.139
689.506,690.314
689.505,690.273
689.511,690.436
689.509,690.383
689.507,690.336
689.506,690.294
689.501,690.181
689.500,690.154
689.499,690.128
689.498,690.106
689.497,690.084
689.505,690.265
689.503,690.229
689.502,690.198
689.501,690.167
689.499,690.140
689.498,690.116
689.506,690.294
689.504,690.255
689.503,690.220
689.501,690.188
689.508,690.359
689.503,690.238
689.502,690.205
689.509,690.374
689.523,690.725
689.560,691.640
690.362,711.450
690.536,715.746
691.178,731.594
691.724,745.086
691.897,749.352
692.054,753.234
692.743,770.251
692.916,774.537
693.074,778.443
693.635,792.283
693.765,795.511
693.838,797.313
693.897,798.768
693.960,800.328
694.003,801.383
694.048,802.485
694.082,803.325
694.126,804.411
694.172,805.558
694.211,806.509
694.243,807.313
694.271,807.999
694.304,808.820
694.333,809.536
694.359,810.164
694.381,810.718
694.392,810.997
694.402,811.246
694.411,811.468
694.411,811.459
694.415,811.557
694.414,811.540
694.405,811.320
694.406,811.326
694.402,811.233
694.402,811.246
694.395,811.058
694.388,810.887
694.382,810.734
694.376,810.593
694.371,810.467
694.366,810.352
694.354,810.048
694.351,809.974
694.344,809.809
694.342,809.758
694.332,809.511
694.323,809.288
694.315,809.086
694.307,808.903
694.293,808.537
694.279,808.205
694.259,807.705
694.245,807.356
694.236,807.138
694.220,806.740
694.210,806.484
694.196,806.147
694.184,805.843
694.177,805.672
694.187,805.918
694.200,806.238
694.219,806.726
694.229,806.969
694.254,807.589
694.998,825.951
695.894,848.097
696.496,862.968
696.647,866.701
697.267,881.994
697.398,885.246
698.086,902.225
698.773,919.196
699.290,931.971
699.507,937.341
699.639,940.590
699.683,941.686
699.583,939.210
699.515,937.537
699.480,936.664
699.453,935.999
699.432,935.473
699.469,936.388
700.318,957.368
700.408,959.596
700.352,958.197
700.301,956.941
700.252,955.729
700.218,954.909
700.194,954.315
700.189,954.172
700.230,955.203
701.177,978.594
701.339,982.580
701.393,983.926
701.421,984.608
701.419,984.572
701.377,983.530
701.319,982.091
701.250,980.377
701.183,978.737
700.505,961.992
700.330,957.660
700.184,954.047
700.065,951.122
699.558,938.592
699.469,936.406
699.335,933.095
698.735,918.277
698.586,914.577
698.489,912.201
698.397,909.906
698.314,907.870
698.265,906.659
698.216,905.441
698.178,904.514
698.137,903.496
698.104,902.670
698.045,901.223
697.535,888.622
697.447,886.443
697.388,884.991
697.336,883.712
697.286,882.487
697.237,881.275
697.208,880.552
697.205,880.476
697.203,880.416
697.211,880.634
697.219,880.815
697.225,880.969
697.221,880.865
697.217,880.775
697.205,880.473
697.194,880.208
697.176,879.759
697.151,879.146
697.121,878.391
697.085,877.508
697.040,876.398
696.508,863.247
696.462,862.122
696.360,859.600
696.308,858.325
696.267,857.316
696.217,856.068
696.187,855.324
696.151,854.452
696.107,853.340
696.070,852.439
696.040,851.691
696.014,851.059
695.983,850.285
695.956,849.615
695.932,849.032
695.911,848.519
695.893,848.067
695.872,847.556
695.854,847.102
695.838,846.696
695.814,846.126
695.798,845.721
695.783,845.358
695.774,845.130
695.766,844.925
695.754,844.641
695.723,843.877
695.695,843.187
695.658,842.262
695.096,828.380
695.051,827.257
695.035,826.879
694.983,825.599
694.961,825.044
694.923,824.096
694.867,822.731
694.800,821.077
694.243,807.301
694.155,805.125
694.067,802.968
694.013,801.618
693.961,800.355
693.911,799.119
693.861,797.886
693.817,796.782
693.765,795.494
693.717,794.306
693.662,792.953
693.049,777.830
692.985,776.226
692.905,774.264
692.843,772.731
692.787,771.354
692.750,770.424
692.722,769.749
692.689,768.929
692.663,768.280
692.631,767.489
692.594,766.580
692.563,765.812
692.527,764.923
692.487,763.928
692.461,763.283
692.438,762.716
692.417,762.215
692.399,761.772
692.375,761.167
692.362,760.836
692.341,760.334
692.323,759.883
692.307,759.477
692.292,759.112
692.279,758.785
692.267,758.490
692.264,758.425
692.262,758.366
692.259,758.313
692.257,758.265
692.256,758.223
692.254,758.184
692.253,758.149
692.243,757.917
692.235,757.707
692.219,757.318
692.205,756.966
692.192,756.648
692.180,756.360
692.162,755.898
692.145,755.481
692.129,755.104
692.116,754.763
692.103,754.454
692.092,754.175
692.082,753.922
692.064,753.494
692.037,752.820
692.016,752.297
691.997,751.823
691.971,751.194
691.948,750.626
691.927,750.112
691.905,749.562
691.877,748.864
691.851,748.232
691.828,747.661
691.807,747.143
691.792,746.761
691.778,746.414
691.770,746.215
691.770,746.234
691.766,746.138
691.771,746.251
691.767,746.153
691.763,746.064
691.768,746.183
691.773,746.292
691.773,746.304
691.769,746.201
691.765,746.108
691.770,746.224
691.774,746.328
691.766,746.136
691.776,746.363
691.771,746.254
691.767,746.156
691.764,746.067
691.768,746.186
691.777,746.408
691.781,746.495
691.784,746.574
691.795,746.843
691.813,747.288
691.821,747.490
691.837,747.873
691.851,748.220
691.872,748.734
691.890,749.198
691.907,749.619
691.931,750.199
691.957,750.837
691.980,751.413
692.001,751.935
692.020,752.407
692.041,752.921
692.068,753.586
692.084,753.988
692.107,754.552
692.128,755.063
692.146,755.524
692.172,756.142
692.194,756.702
692.207,757.008
692.226,757.484
692.243,757.915
692.267,758.505
692.289,759.039
692.300,759.322
692.311,759.578
692.332,760.100
692.355,760.682
692.377,761.208
692.404,761.885
692.421,762.297
692.436,762.670
692.449,763.008
692.465,763.403
692.476,763.672
692.494,764.113
692.510,764.513
692.517,764.676
692.531,765.022
692.552,765.536
692.571,766.001
692.588,766.421
692.603,766.801
692.617,767.145
692.630,767.457
692.649,767.938
692.659,768.175
692.667,768.389
692.683,768.782
692.690,768.938
692.703,769.278
692.716,769.587
692.723,769.756
692.733,770.019
692.743,770.257
692.744,770.272
692.752,770.486
692.760,770.679
692.759,770.655
692.758,770.632
692.761,770.702
692.763,770.765
692.762,770.732
692.761,770.702
692.768,770.875
692.774,771.032
692.772,770.973
692.778,771.121
692.775,771.054
692.773,770.994
692.766,770.830
692.768,770.881
692.758,770.637
692.757,770.616
692.749,770.397
692.749,770.399
692.749,770.400
692.741,770.203
692.733,770.023
692.719,769.661
692.714,769.533
692.701,769.218
692.689,768.933
692.679,768.675
692.669,768.442
692.661,768.231
692.653,768.039
692.646,767.866
692.640,767.709
692.626,767.367
692.613,767.058
692.602,766.777
692.592,766.524
692.574,766.096
692.559,765.708
692.553,765.558
692.539,765.221
692.527,764.917
692.516,764.641
692.497,764.192
692.489,763.985
692.473,763.598
692.451,763.047
692.439,762.750
692.420,762.282
692.411,762.057
692.387,761.454
692.372,761.107
692.360,760.793
692.340,760.311
692.315,759.675
692.299,759.298
692.285,758.957
