# Physical_Baseline=689.32pF, Trigger_Distance=39.8cm, Atten_Ratio=15.84
Raw_Capacitance(pF),Normalized_Capacitance(pF)
689.325,689.367
689.324,689.359
689.324,689.352
689.323,689.346
689.328,689.421
689.327,689.408
689.327,689.397
689.326,689.387
689.325,689.377
689.325,689.368
689.324,689.361
689.324,689.354
689.321,689.300
689.320,689.299
689.320,689.298
689.320,689.297
689.320,689.296
689.320,689.295
689.320,689.295
689.320,689.295
689.320,689.295
689.320,689.295
689.320,689.295
689.320,689.295
689.317,689.247
689.317,689.251
689.318,689.254
689.323,689.338
689.323,689.333
689.322,689.329
689.322,689.325
689.322,689.322
689.322,689.319
689.322,689.316
689.321,689.313
689.329,689.439
689.333,689.505
689.332,689.484
689.331,689.466
689.330,689.450
689.329,689.434
689.328,689.421
689.327,689.408
689.327,689.397
689.326,689.387
689.325,689.377
689.322,689.321
689.322,689.318
689.322,689.315
689.321,689.313
689.321,689.311
689.321,689.309
689.321,689.308
689.321,689.306
689.326,689.384
689.325,689.375
689.325,689.368
689.324,689.360
689.324,689.353
689.324,689.347
689.323,689.341
689.323,689.337
689.320,689.284
689.320,689.285
689.320,689.285
689.320,689.285
689.320,689.285
689.320,689.285
689.320,689.285
689.320,689.285
689.320,689.285
689.320,689.285
689.325,689.366
689.324,689.359
689.321,689.305
689.321,689.304
689.321,689.303
689.318,689.253
689.318,689.257
689.318,689.260
689.318,689.263
689.318,689.266
689.319,689.268
689.319,689.270
689.319,689.272
689.319,689.274
689.319,689.276
689.316,689.229
689.316,689.235
689.317,689.240
689.317,689.245
689.317,689.249
689.318,689.252
689.318,689.256
689.318,689.259
689.318,689.262
689.318,689.265
689.324,689.347
689.323,689.341
689.323,689.337
689.323,689.332
689.322,689.328
689.322,689.324
689.319,689.273
689.319,689.275
689.319,689.277
689.319,689.278
689.319,689.279
689.316,689.232
689.317,689.238
689.317,689.243
689.314,689.199
689.315,689.208
689.315,689.216
689.316,689.222
689.316,689.229
689.316,689.235
689.317,689.240
689.317,689.245
689.317,689.249
689.318,689.252
689.318,689.256
689.318,689.259
689.323,689.341
689.323,689.337
689.323,689.332
689.319,689.280
689.319,689.281
689.319,689.282
689.320,689.283
689.320,689.284
689.320,689.285
689.320,689.285
689.325,689.366
689.324,689.359
689.324,689.352
689.320,689.299
689.320,689.298
689.317,689.250
689.318,689.253
689.318,689.257
689.318,689.260
689.318,689.263
689.318,689.266
689.319,689.268
689.319,689.270
689.316,689.224
689.316,689.230
689.317,689.236
689.317,689.241
689.317,689.246
689.317,689.250
689.318,689.253
689.318,689.257
689.318,689.260
689.318,689.263
689.315,689.218
689.316,689.224
689.316,689.230
689.314,689.189
689.314,689.198
689.315,689.207
689.315,689.215
689.316,689.222
689.321,689.308
689.321,689.306
689.321,689.304
689.318,689.254
689.318,689.258
689.318,689.261
689.318,689.264
689.318,689.267
689.316,689.222
689.316,689.228
689.308,689.106
689.301,688.996
689.303,689.024
689.305,689.049
689.306,689.073
689.307,689.093
689.309,689.111
689.315,689.208
689.315,689.216
689.316,689.222
689.316,689.229
689.316,689.235
689.317,689.240
689.314,689.197
689.315,689.206
689.315,689.214
689.316,689.222
689.316,689.228
689.316,689.234
689.317,689.240
689.317,689.245
689.314,689.201
689.315,689.210
689.315,689.218
689.316,689.224
689.316,689.230
689.317,689.236
689.309,689.113
689.310,689.130
689.311,689.145
689.312,689.159
689.312,689.171
689.313,689.183
689.314,689.193
689.314,689.203
689.307,689.084
689.308,689.104
689.306,689.074
689.308,689.094
689.301,688.985
689.302,689.014
689.304,689.040
689.298,688.936
689.300,688.970
689.294,688.873
689.296,688.913
689.298,688.949
689.300,688.982
689.302,689.011
689.301,688.989
689.295,688.891
689.297,688.929
689.299,688.963
689.301,688.994
689.303,689.022
689.305,689.047
689.306,689.071
689.307,689.092
689.306,689.063
689.307,689.084
689.308,689.104
689.309,689.121
689.310,689.137
689.311,689.152
689.317,689.245
689.317,689.249
689.318,689.252
689.318,689.256
689.318,689.259
689.310,689.134
689.311,689.149
689.312,689.163
689.305,689.047
689.306,689.071
689.304,689.044
689.298,688.939
689.292,688.845
689.286,688.760
689.287,688.763
689.282,688.686
689.277,688.616
689.278,688.633
689.274,688.568
689.271,688.509
689.267,688.456
689.264,688.407
689.261,688.364
689.259,688.324
689.257,688.289
689.260,688.336
689.257,688.299
689.255,688.266
689.250,688.189
689.254,688.246
689.260,688.346
689.258,688.308
689.256,688.274
689.254,688.243
689.260,688.343
689.263,688.385
689.260,688.344
689.258,688.306
689.264,688.400
689.266,688.436
689.271,688.518
689.268,688.464
689.262,688.367
689.259,688.327
689.265,688.419
689.262,688.375
689.265,688.414
689.270,688.497
689.267,688.445
689.269,688.478
689.266,688.428
689.271,688.510
689.267,688.457
689.272,688.536
689.277,688.608
689.281,688.672
689.277,688.604
689.281,688.669
689.276,688.601
689.273,688.539
689.269,688.483
689.266,688.433
689.268,688.466
689.273,688.545
689.269,688.488
689.263,688.389
689.260,688.348
689.266,688.437
689.268,688.471
689.273,688.550
689.278,688.620
689.282,688.684
689.277,688.614
689.273,688.552
689.278,688.622
689.279,688.638
689.283,688.699
689.286,688.756
689.286,688.758
689.279,688.634
689.282,688.697
689.286,688.753
689.289,688.804
689.284,688.723
689.279,688.649
689.275,688.582
689.271,688.522
689.268,688.468
689.265,688.419
689.262,688.375
689.260,688.334
689.265,688.425
689.262,688.379
689.268,688.466
689.273,688.545
689.269,688.488
689.266,688.436
689.260,688.343
689.258,688.305
689.256,688.271
689.259,688.320
689.265,688.412
689.262,688.369
689.256,688.282
689.259,688.330
689.257,688.294
689.255,688.261
689.250,688.184
689.249,688.162
689.239,688.014
689.231,687.881
689.228,687.840
689.234,687.930
689.234,687.932
689.234,687.934
689.234,687.936
689.234,687.937
689.235,687.938
689.235,687.939
689.240,688.020
689.239,688.013
689.247,688.135
689.243,688.070
689.242,688.058
689.250,688.175
689.253,688.233
689.260,688.334
689.257,688.297
689.260,688.344
689.255,688.259
689.253,688.230
689.251,688.203
689.250,688.179
689.253,688.237
689.252,688.210
689.250,688.185
689.254,688.242
689.252,688.214
689.250,688.189
689.249,688.167
689.245,688.099
689.244,688.085
689.243,688.072
689.239,688.013
689.239,688.007
689.239,688.001
689.238,687.997
689.243,688.072
689.242,688.060
689.242,688.050
689.241,688.040
689.237,687.984
689.237,687.981
689.237,687.978
689.237,687.975
689.237,687.973
689.237,687.971
689.234,687.922
689.234,687.925
689.234,687.927
689.234,687.929
689.231,687.883
689.229,687.842
689.229,687.852
689.230,687.862
689.222,687.743
689.221,687.715
689.214,687.610
689.216,687.642
689.218,687.671
689.216,687.649
689.215,687.630
689.209,687.532
689.211,687.572
689.214,687.608
689.216,687.641
689.210,687.542
689.209,687.533
689.212,687.573
689.214,687.609
689.216,687.642
689.218,687.671
689.216,687.649
689.218,687.678
689.220,687.705
689.221,687.728
689.223,687.749
689.224,687.768
689.225,687.786
689.226,687.801
689.227,687.816
689.228,687.828
689.228,687.840
689.229,687.851
689.230,687.860
689.230,687.869
689.231,687.877
689.228,687.836
689.229,687.847
689.229,687.856
689.230,687.865
689.236,687.953
689.236,687.953
689.236,687.953
689.244,688.081
689.243,688.068
689.242,688.056
689.238,687.998
689.238,687.994
689.238,687.990
689.230,687.858
689.227,687.820
689.233,687.911
689.233,687.915
689.233,687.918
689.231,687.874
689.231,687.881
689.223,687.761
689.225,687.779
689.226,687.795
689.224,687.763
689.222,687.733
689.215,687.625
689.217,687.656
689.211,687.557
689.213,687.594
689.215,687.628
689.217,687.659
689.219,687.687
689.220,687.712
689.222,687.735
689.220,687.707
689.221,687.731
689.223,687.752
689.224,687.771
689.225,687.789
689.223,687.757
689.221,687.728
689.223,687.749
689.224,687.768
689.225,687.786
689.223,687.754
689.224,687.772
689.225,687.790
689.226,687.805
689.227,687.819
689.228,687.831
689.226,687.795
689.227,687.810
689.227,687.823
689.228,687.835
689.226,687.798
689.219,687.685
689.212,687.583
689.214,687.618
689.208,687.522
689.211,687.562
689.213,687.599
689.212,687.585
689.214,687.619
689.216,687.651
689.218,687.679
689.220,687.706
689.213,687.601
689.212,687.587
689.207,687.494
689.201,687.410
689.196,687.333
689.192,687.265
689.193,687.282
689.197,687.346
689.201,687.403
689.196,687.328
689.200,687.386
689.195,687.312
689.191,687.245
